content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
00165ed372aca5e8,33907,24176931,138372,32800,24186711,138372
001e1fc554fe7b40,20927,11196689,138770,19821,11207173,138770
00228bd581fa6ac0,55090,45337012,138122,53989,45346986,138122
0022bf9d8efdfc46,49840,40080403,138067,48736,40090355,138067
0059ce47dc22f29a,33145,23378131,113325,32085,23386213,113325
006458940ddb7599,46155,36418955,101129,45080,36435276,101129
007e62adcaed19fd,38567,28837144,139062,37465,28853721,139062
008a440b05389e81,75861,66104107,136844,74755,66113353,136844
008af31e4037b3e8,18193,8456349,136766,17080,8465986,136766
00b0a82b3ee22d33,84803,75009127,116222,83783,75017600,116222
00b11179cc419702,10079,295616,129297,9002,305191,129297
00b6710ace2eac44,87893,78183421,342522,86820,78209857,342562
00bdac9933bdc1d0,57484,47743072,136576,56379,47753069,136576
00c6e7c8135322d8,102665,92904245,147720,101562,92914642,147720
00df6cae60a11d42,38473,28736934,138208,37367,28751522,138208
00fa549e73d6e89d,74375,64637206,137510,73265,64647138,137510
0145973de5b2e81e,10969,1216385,137956,9863,1226688,137956
014f5ab63510e67b,77217,67437797,140193,76130,67448833,140193
015c65b052b4f482,30744,20999259,141624,29635,21010054,141624
015fc6937ea956d6,92329,82577863,138367,91231,82587567,138367
0161b49f1ff4f27f,33338,23555351,129095,32271,23565330,129095
01735b275f62b1d1,44719,34960633,139137,43612,34970974,139137
018900bc8bb90573,118641,108880426,142307,117535,108892355,142307
018df8f09db671c2,62246,52437296,137915,61127,52447314,137915
01b480b20fdee917,83168,73401160,140424,82063,73411032,140424
01c0bb99d429d88b,31860,22116896,138737,30742,22126817,138737
01d2746515d4bf8f,53756,43997096,138013,52650,44007219,138013
01da12c77d20fb36,103296,93557307,135926,102184,93567518,135926
01fce040a33ebdc7,21695,11915295,129726,20616,11924658,129726
0205b00a401a0d15,99989,90197380,136243,98921,90207623,136243
021e5123341d7917,16652,6816853,129069,15550,6826020,129069
022aceb90bbef915,31253,21468133,129398,30189,21477876,129398
0238bcd4724ff52f,115655,105917858,137481,114547,105929709,137481
02471dc6dc6f727c,93990,84236236,129786,92910,84246585,129786
