content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
0006f285a75ae4f8,76946,67034439,138241,76845,67046955,138241
0027b1b58d6ce47c,106556,96639105,138500,106450,96655519,138500
0029b1e00eb45c79,70552,60636352,130237,70444,60651048,130237
0055522465cd1683,27619,17683415,115993,27567,17717213,115993
0094af7307b3e21f,24580,14677275,157993,24475,14688934,157993
00a567447a0d9acd,86461,76515342,131321,86382,76560637,131321
00a7e3edceb89402,35299,25446848,379965,35241,25475843,380005
00c6d10744a24a04,112246,102354277,134074,112135,102366707,134074
00cfe941011f0e9b,32072,22174299,140395,31966,22185587,140395
00fef5aea70c10da,49461,39558066,160919,49356,39569559,160919
011cf2bad190c61a,60248,50335821,132912,60137,50347298,132912
014819d9f31cf2d7,69837,59918274,141084,69734,59937101,141084
0166cdf10a09d8d5,118209,108318138,157070,118098,108328651,157070
016b74d56446baf3,42546,32637325,157898,42438,32648641,157898
0176fc9fb27a8223,74524,64617584,137506,74411,64635335,137506
019ad8d62ce2e9d4,31135,21217198,138357,31029,21234452,138357
01aa54cd7a1c2416,111443,101535033,139004,111348,101553158,139004
01ac7fe55c9345cf,108276,98373425,130417,108164,98383176,130417
01c3b1b928a80937,74178,64258020,140684,74076,64281486,140684
01ca0b46b2f3375d,98492,88594864,139292,98390,88614249,139292
01ddbd038ef5db06,86872,76986974,138743,86766,76996651,138743
021d0381d8dcb077,114261,104375266,141058,114157,104390167,141058
02223d23047a8f83,94518,84614501,137796,94413,84624868,137796
022ea955d5488a57,111773,101855240,140342,111666,101874013,140342
0244872c49da0faa,117131,107214844,136764,117043,107229935,136764
02475be555ad9dda,65923,56013339,132950,65819,56023312,132950
026743f2483cc8c0,108933,99000523,123583,108917,99146586,123672
026d04500f8d6362,13098,3193464,137952,12989,3203455,137952
0276c21260da1546,77929,68014282,137860,77827,68033769,137860
0281a87b0821e925,29721,19792636,130538,29648,19821240,130538
02967c8c1c024ca0,105842,95922816,152873,105737,95942616,152873
02ce70500abcc418,64897,54998442,147344,64785,55008415,147344
02d585cd92ee7ed6,46960,37032858,131537,46874,37059803,131537
02eb821bcd9ce13b,77010,67141580,339815,76943,67181779,339855
03056424c2b8de29,99642,89734724,138791,99536,89749368,138791
0306fe775aa22a3e,102583,92694948,139284,102477,92705216,139284
032068d9c1ca1bc4,102903,92994983,140325,102794,93005767,140325
032577a7b1d84f49,44094,34193292,131811,43973,34203718,131811
0332c13d881cfc3a,14876,4979660,154331,14766,4990547,154331
037e5db0e8d5bf6d,55203,45314338,138826,55097,45325082,138826
038086c3a3fd0ddc,45239,35337040,142160,45127,35347538,142160
039803dbcec10d52,53597,43693530,134545,53490,43705928,134545
039f4e3af36aebd1,27904,17953924,127728,27837,18003420,127728
03b2f1def54a1f7e,82438,72514576,139514,82342,72538271,139514
03c93a363bebd1a8,16421,6476576,135507,16314,6521247,135507
03d5c69f36ddcd57,27994,18053852,137017,27916,18093273,137017
03f03adb09de3fb2,44065,34155212,133146,43945,34165456,133146
03f3c4f7ef5926a3,60433,50534470,140373,60315,50544776,140373
03f3e30a42a4652f,17172,7253726,128487,17063,7270952,128487
03fc8aa966bcfc47,22028,12093450,137909,21955,12127715,137909
0404bd488c0ac69d,64617,54713469,134063,64507,54723419,134063
04558cb9aaef49c3,59211,49233949,133162,59174,49310243,133162
045a6dfcd5192797,103871,93933795,132670,103815,93973864,132670
045fef138608c8f8,119414,109518328,139105,119305,109528395,139105
04832ad6b1a29130,86336,76393031,129632,86265,76435289,129632
048c71f0ff076f96,75138,65218234,130461,75068,65240186,130461
0490d77efe2586d1,110601,100675132,130036,110494,100702397,130036
04afb611924ab8b1,91066,81157344,154899,90957,81168984,154899
04b33613a1d2015e,117707,107795084,139495,117602,107805947,139495
04bc9970500df0a4,19062,9153561,137406,18949,9163541,137406
04c5dac9ae05e2b9,17480,7593285,136815,17373,7603547,136815
04d359893eca4d84,87436,77534659,138958,87321,77544955,138958
04de2b10729bb458,94057,84115601,131179,93984,84156245,131179
04e6840adc11c831,79950,70034494,139179,79845,70049010,139179
04f05860e95aff36,34679,24772846,132163,34564,24784194,132163
04f7284ab3a588d6,27964,18017272,136953,27890,18063737,136953
0515fdeaea5f22d6,15756,5870922,98150,15711,5886666,98150
