content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
0030ff055b9ee097,60591,50748244,244574,60382,50727510,244574
004e1b4e622f9817,88908,79041737,201491,88685,79020546,201491
004e3828ca6a72d1,41871,32020943,214968,41671,31980102,214968
0074368e21863cfb,18752,8870998,211979,18510,8852027,211979
007c575eb6e831f8,108551,98698471,233466,108337,98696193,233466
007f57939eeb46e8,52080,42194876,215907,51855,42174332,215907
008595f2df973b0c,12647,2773372,215726,12418,2776797,215726
0085b72e26b05319,58771,48906077,214907,58544,48892459,214907
0085fa499121f46b,103662,93796309,216530,,,
0087956aee286570,17075,7196447,201478,16845,7140232,201478
008d26704197ebb2,44256,34390749,214553,44025,34373149,214553
00904d446102bd5a,76385,66494528,201687,76173,66474675,201687
0095bf1c5d62f3ef,27857,18012556,214679,27628,17980479,214679
0097e355e2da45eb,79896,70017389,216140,79660,69995017,216140
009f478dda88c61c,53157,43269126,214378,52904,43252315,214378
00a630a02d9fb740,19164,9306455,213411,18993,9287340,213411
00b1c42f505188bc,107330,97451643,215529,107056,97414882,215529
00d266f8808a69d8,50167,40274175,205410,49958,40317003,205410
00e255b505bd2377,53218,43332134,215315,52963,43312939,215315
00f21c96f5957541,,,,32974,23332801,217514
011c361bb0792396,12803,2930192,206680,12563,2910633,206680
0136e1692e5b5ea1,16489,6619152,213675,16266,6598653,213675
0162720962e60937,43641,33764520,205613,43436,33749697,205613
019a3c4de8b6d5f9,63555,53717883,215900,63332,53692896,215900
01a410f1791db989,78707,68809384,217350,78467,68785957,217350
01a48248c8c9ea5a,63465,53603912,215843,63243,53593813,215843
01a74ef2697ebb67,31055,21169338,206324,30851,21144636,206324
01c47ced9d5afcf9,52205,42329872,214934,51976,42311892,214934
01c88f6b4353cb19,117710,107859555,209940,117493,107852410,209940
01cde3df39acda13,101454,91565696,215682,101220,91579084,215682
01ef191cefa0f24a,71982,62103743,218630,71745,62104245,218630
01f80cf66ad5e0ff,53094,43211641,217255,52844,43192332,217255
01f8382342be5cc4,17822,7961743,233407,17609,7946220,233407
0214586e21f0b432,19995,10140203,213717,19782,10122091,213717
0225163a9f3b6009,14711,4835278,212849,14460,4811304,212849
023cb9ce173a283f,45189,35335205,216607,44972,35333902,216607
0253404bea72a874,106536,96684004,215834,106328,96663890,215834
025edf1a193aa5b3,31466,21589032,214653,31241,21570765,214653
026052f3e5536bbd,82274,72409143,213841,82093,72394358,213841
029196b5945787b2,,,,88596,78955350,199409
02a4236839432c15,25665,15780202,213682,25427,15754968,213682
02a52277a1a52d11,17172,7254474,205815,16941,7224863,205815
02a555bba9dc6398,57739,47878456,203994,57562,47859882,203994
02c666b61faf7508,87885,78045410,215402,,,
02ca7f5dd5ec2022,99348,89429936,201934,99083,89414573,201934
02cb3ce2e27657e5,27687,17843177,214130,27474,17822019,214130
02ccc64452598a29,97775,87832621,214562,97474,87832623,214562
02d67cd162f55101,34276,24428701,217250,34059,24403876,217250
030f613807093316,109449,99594587,215579,109229,99588312,215579
03480238e5ee93ed,66656,56793152,214097,66441,56771585,214097
0352b764a716492a,112996,103031081,215060,112669,103012578,215060
03538dd7c089d50e,24177,14337250,213381,23957,14297389,213381
0363ff3fb61c15dc,93049,83165086,214803,92829,83136965,214803
03713dc3ee5da6ef,110892,101045057,215292,110661,101010820,215292
03736c543674a879,,,,15721,6080023,187053
0398df70b18cd24d,94871,85010435,214117,94653,84993850,214117
039ce1efa7a1d221,116597,106666201,215161,,,
03b682a6841cd762,115869,105990899,217018,115609,105953399,217018
03bd5b20dfb92442,107968,98080351,202124,107725,98004922,202124
03c85741fe6c34c5,14297,4436597,215137,14089,4411490,215137
03cb9a05e5f6088f,33247,23396120,217543,33024,23363441,217543
03da07f02dc027c9,114358,104440118,215476,114070,104414969,215476
03f4c193324d4381,105957,96104339,215805,105735,96078323,215805
041f0d58eb5c3f2d,42876,33015128,216778,42657,33011112,216778
042bc4faf55733f5,34907,25015712,205139,34658,24992239,205139
042e0c911565eb53,,,,113664,104004255,214975
04326e6d739d7136,17578,7695412,212488,17338,7666138,212488
045dd553068b5686,48187,38339186,214930,47971,38331574,214930
047de0991aac090d,117465,107608995,214803,117260,107601009,214803
048ff17b10908d60,21132,11247656,212293,20879,11231960,212293
04d921623f617e35,39716,29835581,175538,39488,29846866,175538
04f00ba707735e1c,46910,37046199,216312,46683,37024545,216312
0507664c8ca05ad9,37389,27507607,216562,37152,27490814,216562
0510e30d17670c85,29203,19345656,206567,29010,19313028,206567
05156d33db339139,10801,951916,213277,10580,940966,213277
0537274b52b7dc2a,61404,51559247,215799,61189,51531306,215799
056bb27e2166267c,103797,93958488,218523,,,
05702f1ec2b631ad,42449,32579318,216558,42217,32557044,216558
05795ce43ef87adf,51393,41516308,215189,51154,41503931,215189
057a63819f50842f,18171,8329319,212544,17958,8296424,212544
059873ac838ed933,64679,54825497,215075,64475,54799445,215075
05b3323630f85758,79693,69844262,238074,79474,69836083,238074
05be53347d9f3068,38173,28315976,217358,37958,28312717,217358
05c1f251755c9e28,71313,61470487,218588,,,
05dcfe4db3fb88a9,65562,55698941,216398,65337,55673688,216398
05de6d394611ba40,84468,74612695,214183,84246,74593138,214183
05e06d78dd1707d0,108084,98150331,215499,107840,98198619,215499
05ec264b4bd45a7c,56153,46267399,213827,55927,46255497,213827
0610558afe09d9e6,112262,102403792,216044,112036,102392598,216044
