content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
000d4daa739a6399,47104,37204186,130853,47003,37214039,130853
00195a9622cca406,19523,9608063,117274,,,
001a8abe12cb3b8f,22243,12361447,139738,22147,12373456,139738
004fccf406e505e3,64583,54682924,144178,64481,54693301,144178
00618e023d23a357,27720,17811281,130915,27640,17827077,130915
006fbd2b73f7ca6a,21193,11281396,138910,21101,11302331,138910
00969d70146c80c5,38844,28920618,131299,38776,28951765,131299
00a5edc4a16ee0bc,84846,74941260,132711,84757,74953384,132711
00b2b6a8d46fe2d2,110951,101028258,129769,110889,101057186,129769
00b59b1d7ef03ad9,81579,71682278,138804,81480,71692829,138804
00c6e93ddfad5b52,55778,45820484,131132,55733,45885389,131132
00daf8dfc9e62f23,59965,50062145,140744,59878,50072055,140744
00ddc40aa7dd6bc7,108182,98280477,128062,108085,98290889,128062
00df1c56187eee17,17248,7340289,133800,17157,7358628,133800
00ed384eaa3f4e73,101874,91985012,137687,101775,91995164,137687
00f9f25cc9bd1d5a,74586,64702396,141762,74485,64713049,141762
01090dcbfbbba993,79043,69125549,140276,78929,69151065,140276
01312735c9f6a709,27405,17480144,131839,27338,17511481,131839
013e8ce788cc4529,30543,20641343,138949,30441,20651598,138949
01466ca0b63af48c,67294,57369732,133840,67237,57401724,133840
015953e439df1e34,34849,24920245,130293,34842,24957274,130293
0159bc982f8e9dea,14797,4901630,140532,14702,4926216,140532
018afbefa0d8fa49,29620,19700187,132028,29548,19726499,132028
01a57c7cd8ae4d60,61792,51881945,139331,61707,51899711,139331
01a786cecfcabb6d,81452,71542040,138367,81356,71559514,138367
01cff08681c30415,61853,51945949,139026,61763,51959944,139026
01d093a05e8a39d7,76230,66325746,140179,76135,66337027,140179
01e13893224f3b38,119381,109502452,138381,119284,109512820,138381
01e6366f4c0241ce,115215,105285424,137866,115158,105332743,137866
01e6f2a23bed31e3,101470,91500242,126815,101417,91576536,126815
01ea4ceb2d2c11b5,62276,52364928,138546,62181,52383555,138546
01ebf3e49eaa40ea,39091,29185367,140250,39005,29198755,140250
01f18716e71900c7,47570,37660633,133049,47474,37682475,133049
01fd55bdb651badd,53746,43862007,140512,53647,43872718,140512
0205edf46b1cdc2e,86704,76783163,132332,86618,76810677,132332
020a7f5ca4a3d220,39422,29540593,132602,39333,29550513,132602
020d4370d2d37c48,77048,67121115,130951,77017,67155904,130951
02342721321951ec,16972,7079917,131496,16868,7092320,131496
023b7af1c2d9625d,12774,2864669,138228,12686,2890997,138228
024a452c9fed1ac5,33207,23321449,139147,33106,23335692,139147
026d0b32c2b7ac44,83536,73625593,139139,83439,73643384,139139
027641afbfcc5e58,75698,65802170,139894,75596,65812409,139894
0276f98fed2e3b8d,86424,76500940,131384,86355,76530238,131384
0297c97581b67db6,93595,83705590,137056,93497,83716005,137056
0297ff678276015f,109607,99722455,139016,109509,99737912,139016
029c7de2cd2f771c,80689,70760773,131258,80619,70796559,131258
02d5d34134b9e1dc,78182,68329818,341559,78122,68353534,341599
02e49e028b48658b,40334,30421727,139532,40239,30441584,139532
02f19c64f69405e9,30007,20121425,138770,29909,20135229,138770
02fcf74d0c2243eb,103949,94042481,139424,103854,94056395,139424
0304205950cfd187,104581,94700577,127680,104484,94713965,127680
030e2ff682f2be2b,73471,63560964,132439,73392,63577977,132439
0317189a152e2f6a,61912,52005499,139561,61817,52019769,139561
032522e144987ffc,99874,89969844,130882,99813,89985882,130882
0341364ea6bbd4fd,55980,46040410,130264,55904,46086787,130264
0350e5d1ce8b6bdb,53531,43624072,131740,53429,43638037,131740
035fab4431f17ae1,107065,97140566,128849,107004,97173229,128849
03609cbe8c0b5cf5,58300,48385340,139620,58205,48406935,139620
0375660b2b9dee23,69893,60001942,139446,69790,60012833,139446
03825e3927b1bf41,,,,9918,48162,115757
038a1ebb59937d0d,11536,1624132,142578,11442,1645811,142578
03ec66c507cd67c1,106415,96522537,138403,106311,96537385,138403
0404213971b22643,52517,42582828,131331,52450,42623459,131331
0410fd08e1c9b9ea,103770,93880678,129979,103664,93890181,129979
0417d2ae3da43552,36519,26604966,138949,36426,26630603,138949
041d84c79e4eecca,102567,92661860,126772,102461,92673560,126772
04353d04bee5dd86,75146,65220554,131047,75079,65252837,131047
043e348185f20ef3,29115,19205205,139742,29019,19222932,139742
044b5962c2a6aee5,48800,38865241,140888,48730,38908212,140888
0456cf1c2620798d,43494,33591616,156250,43399,33602753,156250
048b40817b82b194,28394,18485211,140203,28297,18500895,140203
0491012f0d0e8e97,104238,94341921,136874,104139,94354853,136874
04b355b43fc7e6de,85950,76042432,139954,85856,76056723,139954
0513dcd7a64a3976,33894,24001522,139274,33791,24012556,139274
0560c37fbd148882,117255,107346269,139414,117165,107362639,139414
056b66816dfcead6,22626,12721180,138620,22532,12737390,138620
056b8aea6f4f3709,11651,1766913,102624,11618,1844912,102713
05866c3da8e25ad2,57767,47840662,132605,57712,47873916,132605
058ec8c7274ae9a8,40838,30920577,131949,40765,30945003,131949
05a082b407b94a04,81704,71802606,139955,81601,71812209,139955
05ca8568423e6e77,40992,31080306,132239,40908,31098635,132239
05da20d7ac258d27,60170,50281946,138421,60064,50291989,138421
05e7f0ba81fed25d,97323,87421934,137239,97229,87431996,137239
05f955bd11f5dd2c,39361,29480065,130529,39272,29490670,130529
0605de4a5b24c298,46168,36260593,132160,46070,36277324,132160
062408c0fde19e40,64552,54643158,132844,64451,54658036,132844
062fe354942d5f28,32687,22731685,133242,32632,22794411,133242
0636c78e0d798e00,80900,70985436,138104,80811,71007758,138104
0639d623daa44605,35668,25761385,138206,35576,25777872,138206
063e7bedc8e255d6,96190,86242800,130133,96157,86312375,130133
064197709ff4848e,39805,29901579,139349,39706,29912368,139349
0649434937edd837,48040,38162088,140308,47944,38172673,140308
064b78a8be7bac70,48096,38185623,139117,48002,38203106,139117
0652241f922cac41,68374,58465740,140385,68278,58481891,140385
0683662723f5e97b,76198,66302086,138879,76104,66312102,138879
068de26d07c41ff8,86673,76760882,131928,86590,76780738,131928
06a174d162932339,38410,28500464,132962,38318,28517721,132962
06fbd6b9a9d21284,74963,65062248,140208,74867,65072670,140208
06fc493ffe214529,97292,87385131,138010,97199,87399656,138010
072e913408e3bfef,92727,82822947,139018,92630,82838626,139018
073fd35ccace64cd,58036,48125158,139034,57949,48147930,139034
0746064ea51a9581,19424,9570709,360602,,,
07462d2bb6d96a2b,19264,9359968,131969,19166,9372679,131969
074f12f4fd4e9c76,84699,74763396,132448,84627,74806376,132448
