content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes,webrtc-1_pts_ms,webrtc-1_arrival_us,webrtc-1_bytes
3378041e2b4adeeb,116296,101381791,138626,116267,101396145,138626,116251,101391842,138626
339d74352b326770,82519,67624106,136051,82485,67636543,136051,82471,67633885,136051
339ffd14d78bc34b,82965,68061490,138578,82931,68072802,138578,82905,68072820,138578
33c5800da442b66d,74727,59841001,137803,74695,59856536,137803,74678,59851822,137803
33d2f58cffe6caf5,28672,13760426,137093,28640,13773289,137093,28621,13770364,137093
33f1c9e805ec7941,31772,16822820,140359,31769,16836830,140359,31755,16833279,140359
34071ac0ac8eaabf,44047,29159336,129687,44011,29169829,129687,43996,29169920,129687
342cf5ec4a00d47a,38445,23544128,138514,38404,23554149,138514,38389,23554703,138514
343e6ae3c77bd5ec,65609,50610983,126797,65651,50634017,126797,65631,50628654,126797
344405bbd6035d1e,97242,82341993,141712,97198,82353874,141712,97182,82354083,141712
345ba65b236d7db8,32357,17380321,136393,32335,17390473,136393,32319,17390867,136393
3490ae4d456c183b,49476,34564218,137458,49437,34574134,137458,49426,34576746,137458
34971b658a612c38,56350,41443584,141992,56301,41454229,141992,56294,41454590,141992
34ab81ed973d2fb4,106940,92021696,138795,106919,92032024,138795,106903,92032386,138795
34ba7453a0bdc958,76313,61401337,138884,76277,61414186,138884,76262,61411701,138884
34da660d6ee442fe,70067,55181116,138088,70033,55192003,138088,70018,55192347,138088
34db8414e1749251,118315,103401649,137836,118281,103412307,137836,118267,103412694,137836
34dd41b53208888f,82740,67824695,138803,82711,67835208,138803,82690,67839128,138803
34f67d8a0e971efa,65729,50741595,140398,65744,50752423,140398,65725,50755045,140398
34fdcde3615b45ed,65577,50589468,129943,65623,50633089,129943,65603,50627677,129943
350665b943515473,100356,85442394,131342,100330,85453181,131342,100312,85452317,131342
3537f86bb9d6872c,43643,28724068,138687,43618,28734968,138687,43596,28735416,138687
3539f946aa4e33f4,86747,71841220,137698,86707,71851795,137698,86692,71851965,137698
35441cf8a6fdf1a8,83151,68244716,139739,83106,68255082,139739,83090,68255593,139739
35488e2097bed173,112545,97624186,140363,112508,97634774,140363,112494,97635150,140363
357b7951a99e2fb1,20880,5964088,137428,20844,5974121,137428,20831,5974520,137428
358fb446c9c0a3e3,95623,80704974,138483,95590,80715484,138483,95575,80715909,138483
359a2c6ad494158e,114629,99770025,354405,114637,99799408,354445,114621,99800081,354445
35bd7a5a451427bc,113882,98965815,140066,113849,98980224,140066,113826,98976761,140066
35e1d315d8d3abba,57762,42844224,138148,57730,42854828,138148,57715,42857974,138148
35eff872871cd674,80384,65481112,137788,80332,65491875,137788,80322,65492059,137788
36049146cc954b0a,30727,15820291,137747,30687,15832002,137747,30667,15832080,137747
36062fbcb1bc7837,40316,25400668,138242,40268,25410661,138242,40245,25411064,138242
360da9474c50e09e,21343,6423883,137255,21310,6434152,137255,21296,6434572,137255
3610060c444086cf,83813,68861678,129634,83827,68873533,129634,83799,68871136,129634
3636a0d1bff48ecf,34383,19463572,137715,34339,19474497,137715,34323,19474906,137715
3668b60740a7a3e1,47049,32160899,138288,47012,32171967,138288,46997,32171835,138288
3674e045d0d9e86d,98783,83865019,139033,98754,83878054,139033,98735,83875938,139033
367cc4ecca83738e,42072,27121299,130488,42063,27131137,130488,42045,27131570,130488
3690e5cad4d5c614,34110,19178959,128954,34106,19188993,128954,34089,19189228,128954
36e3a5dbd97ed3c8,15861,943501,138122,15825,953530,138122,15814,953912,138122
36ee2ea615a0f917,107553,92641693,138782,107520,92652163,138782,107505,92655067,138782
3703135bcc026ac2,24729,9819302,131588,24689,9829706,131588,24674,9829916,131588
37077d53afba27d1,112111,97203053,131309,112068,97213289,131309,112054,97213554,131309
37259d7d9385fd15,53795,38901489,141891,53758,38912682,141891,53742,38913047,141891
37304d404486d7e0,55907,40985104,137817,55872,40995162,137817,55857,40995537,137817
3749f6ed6420a739,32410,17447573,156214,32370,17459513,156214,32355,17459898,156214
3763ff99ae36f271,58427,43540905,137525,58394,43555083,137525,58377,43550791,137525
3773544dc5a42e03,48977,34080461,136991,48931,34090267,136991,48919,34095182,136991
37741882f6b28066,102721,87780684,132527,102767,87863815,132527,102738,87790302,132527
37a86154bbdba8be,55526,40601011,139775,55477,40612929,139775,55460,40611837,139775
37b83d1c16036815,91407,76501452,139349,91366,76513243,139349,91351,76513203,139349
37c579d2bdf9f661,100984,86019390,139693,101000,86029446,139693,100985,86031650,139693
37d82e4389e13b05,82901,67984172,137280,82869,67994257,137280,82844,67997022,137280
380a8c12d1b3aa66,89133,74224073,155128,89100,74235969,155128,89087,74243306,155128
380f93e5d75a3008,88431,73460249,132280,88421,73470115,132280,88407,73470459,132280
3819588f1303835c,61804,46884070,139161,61771,46894080,139161,61756,46896625,139161
383ee023a030770b,117826,102905787,139990,117788,102915750,139990,117773,102919766,139990
38416a04fc852601,49507,34600591,137229,49466,34610786,137229,49456,34615999,137229
3893232a07415f3b,102341,87421932,139642,102306,87435383,139642,102291,87433177,139642
389b4dba47ee05bf,31003,16103864,137967,30972,16114258,137967,30951,16114711,137967
38b8d729359a3c06,92680,77763956,140621,92628,77776659,140621,92603,77773942,140621
38bb0d357152a22d,77383,62452796,137972,77378,62463306,137972,77363,62463708,137972
39121f07104e9f0c,48458,33519343,129716,48460,33532438,129716,48445,33529031,129716
3912ab89f5686344,55499,40564223,137142,55458,40574472,137142,55441,40574850,137142
391ce80676a9d6a8,79334,64441194,138351,79293,64453049,138351,79278,64452150,138351
3977135f40d8d06e,46751,31821468,129886,46742,31831435,129886,46725,31831172,129886
39aee52ac402bb69,71129,56221081,138614,71099,56231605,138614,71076,56231837,138614
39d9d2a5c9c2ecd7,57582,42692464,138736,57544,42702791,138736,57533,42703044,138736
39dbd5f8f9a384b8,80086,65161300,137761,80098,65175824,137761,80070,65173962,137761
39dce064278233cb,112448,97522801,131472,112413,97534476,131472,112397,97532394,131472
39e1efb6087d130f,65997,51064377,138008,65916,51077095,138008,65901,51074678,138008
3a0ddfbc61b5d55a,40837,25924164,137364,40801,25934828,137364,40789,25935137,137364
3a0ef01f2a732036,79613,64701186,138614,79580,64712767,138614,79565,64714286,138614
3a2a8247e3b5b5c0,52805,37901302,139540,52755,37912230,139540,52740,37912590,139540
3a5435b2b794c9ed,86005,71084423,136707,85978,71097816,136707,85973,71094516,136707
3a5e24a755c3c2cd,75967,61081140,138049,75933,61092012,138049,75918,61092316,138049
3a678506fc84b4a4,109916,95021827,139419,109876,95032078,139419,109861,95032438,139419
3a71ac632c733d90,96589,81681604,139426,96535,81695186,139426,96518,81691971,139426
3a8d1c6ba14ab777,46532,31599150,129411,46547,31613254,129411,46529,31608768,129411
3a9f81e72980d472,55328,40361852,130885,55341,40374627,130885,55323,40372443,130885
3aba590cfc09897e,40933,26020799,139059,40894,26031183,139059,40883,26031536,139059
3acaec47f01fc8e9,74695,59801542,138536,74658,59814179,138536,74644,59811600,138536
3ad1f8c92a4d0da5,77785,62905961,120844,77818,62915375,120844,77803,62920497,120844
3ade67f57b726396,65700,50701748,130156,65723,50712336,130156,65703,50714947,130156
3ae27ab98c2f5615,71838,56939778,130661,71793,56953632,130661,71778,56949260,130661
3af472f199d2bdda,59853,44941039,139634,59820,44958242,139634,59810,44952225,139634
3b126a6e64025bc8,40772,25860800,138491,40738,25871295,138491,40725,25871519,138491
3b13063c506e954b,69713,54779893,130909,69686,54793118,130909,69671,54789955,130909
3b16683bf7e851e7,105113,90200273,131250,105066,90215673,131250,105051,90210086,131250
3b282e0e15259cf5,67960,53060974,138007,67912,53071660,138007,67897,53071891,138007
3b2d0a50d0007135,44656,29703129,140240,44663,29714100,140240,44659,29714370,140240
3b2db4fef577161d,56381,41479510,129676,56331,41489855,129676,56325,41490128,129676
3b33ea2413202b53,45339,30422825,138543,45308,30432602,138543,45290,30435009,138543
3b48c1afd7e6da9f,75116,60224108,103368,,,,75119,60251459,103368
3b56aa33eb915846,41951,26999431,130192,41964,27009167,130192,41945,27009586,130192
3b6a5caf7879a7a9,72673,57781201,138542,72638,57791932,138542,72623,57792094,138542
3bb29d045827a279,107714,92801514,137605,107678,92813925,137605,107663,92811318,137605
3bc8090627e5b502,39441,24520309,136144,39407,24530297,136144,39395,24530727,136144
3c310d49c3a51b83,70381,55464585,138414,70345,55478740,138414,70330,55475192,138414
3c39cebaa0bbb39c,89573,74680428,132149,89531,74690399,132149,89516,74690729,132149
3c3b882d596564ec,109107,94205035,137203,109065,94214994,137203,109050,94218236,137203
3c45d894345e5f22,39801,24856802,129592,39840,24877738,129592,39805,24867415,129592
3c4b6629aac319b8,29529,14592404,113366,29573,14611171,113366,29533,14604459,113366
3c56a80c96552d40,51052,36161104,139641,51020,36173290,139641,51000,36170871,139641
3c6f0f6ab0d27a80,22080,7140331,137441,22061,7151642,137441,22047,7151876,137441
3c79e393626992a8,86622,71704013,136374,86587,71714525,136374,86572,71717363,136374
3c7ba130f43ce563,84729,69821316,138955,84697,69832404,138955,84682,69832593,138955
3c8a07dcb77d8593,85227,70341398,139338,85193,70352983,139338,85181,70353244,139338
3ca607984cc89e1f,32917,18002823,151548,32893,18014866,151548,32870,18017723,151548
3caa2d538a226b94,85849,70921027,136547,85834,70934351,136547,85831,70931296,136547
3d112a8e5b437a9f,54733,39819879,132606,54690,39835120,132606,54675,39829977,132606
3d2897dd21588e95,111922,97003967,130451,111887,97013774,130451,111872,97014085,130451
3d33070901b532c0,44688,29740597,137108,44691,29750760,137108,44686,29751054,137108
3d629fdb85edc604,15360,460104,136786,15315,469782,136786,15300,473027,136786
3d680d61ba118975,106909,91984263,140669,106892,91995057,140669,106876,91995323,140669
3d755b7647e39344,54820,39919931,130523,54771,39930157,130523,54756,39930479,130523
3d7a8325e2c3a10b,40202,25279508,130534,40183,25289603,130534,40156,25289916,130534
3d7ae68d7c32d772,114597,99680912,133609,114567,99691526,133609,114546,99691793,133609
3d7c74469062d887,62151,47247400,155732,62104,47258584,155732,62089,47259048,155732
3da2c5c8ea94c46e,99569,84645075,139307,99533,84658214,139307,99521,84655603,139307
3dbbe114c3952df1,81468,66561421,137547,81439,66571728,137547,81422,66572050,137547
3dc8dbf88acd2de3,73367,58440130,132676,73364,58450408,132676,73350,58450662,132676
3dd425d528c10be1,113946,99025060,138745,113911,99038321,138745,113888,99035530,138745
3de191f563d40907,94234,79300298,131394,94226,79310440,131394,94211,79310799,131394
3de28838dd4dfd8e,84357,69461186,137748,84312,69471728,137748,84297,69471956,137748
3de9bc77cfc0a40f,84665,69744076,138018,84635,69754799,138018,84620,69755135,138018
3e0555fa0e9dc1ad,42746,27731595,129267,42786,27791418,129267,42757,27746640,129267
3e157a249c1109e0,94810,79921533,139181,94778,79934515,139181,94763,79932108,139181
3e2164dace0e0fd4,18650,3760319,137118,18612,3771200,137118,18597,3771576,137118
3e4e2a062b6d2b89,29167,14243309,136240,29133,14253705,136240,29123,14254077,136240
3e5ab14b169f946e,60352,45460957,138261,60336,45476850,138261,60297,45471422,138261
3e5bba0e54ed46b0,58053,43141026,139149,58016,43153934,139149,58001,43151686,139149
3e870bbc48a43a29,97117,82212963,139353,97080,82223933,139353,97064,82224277,139353
3eb200377e803000,107456,92541670,138778,107423,92554330,138778,107408,92552296,138778
3ecd4b921fb201ea,80265,65344189,137495,80238,65354850,137495,80215,65360332,137495
3edf282986dbdcab,69402,54459639,130164,69406,54474997,130164,69391,54469721,130164
3eef5cbcc4444dde,51744,36844611,138516,51710,36854994,138516,51694,36857878,138516
3efd2e30d8961621,69467,54519800,130954,69468,54530261,130954,69454,54530577,130954
3f22059108a7b421,53047,38161237,138909,53012,38171835,138909,52997,38172106,138909
3f26a0ac9d006309,103299,88402029,140066,103253,88412126,140066,103238,88412545,140066
3f2efff16d28c5ea,48329,33409326,132995,48333,33420016,132995,48319,33420247,132995
3f3bd169aa35e57b,71408,56480067,132581,71399,56490376,132581,71404,56490797,132581
3faa53e38500af3f,26588,11679997,136064,26558,11695912,136064,26538,11690235,136064
3fd3d9aafe28ffb8,67035,52140864,137212,66996,52151186,137212,66981,52151453,137212
3fdaa4ca6fa31a18,97456,82562109,137551,97418,82572236,137551,97403,82572544,137551
3fde013d2f05419a,100764,85819521,133095,100806,85829907,133095,100792,85830112,133095
3fe7bb3feeef0b9b,33805,18912257,97869,33811,18933773,97869,33795,18934698,97869
3fef6a95b07e1936,20975,6063386,138109,20935,6073360,138109,20923,6073833,138109
400bf5adb39a8e23,79273,64364571,139319,79226,64374958,139319,79212,64375303,139319
4044d7abf4c28990,78389,63461092,137192,78328,63471899,137192,78313,63472019,137192
40658bfe2d4dfe09,91281,76364610,142106,91244,76375539,142106,91229,76375926,142106
406ae262c153351f,24599,9689110,153790,24564,9700494,153790,24550,9705805,153790
406ed358c807a4f9,103416,88501519,138744,103356,88515553,138744,103341,88511576,138744
40865608b54a0c5d,67872,52961486,141124,67825,52972448,141124,67811,52972698,141124
40873076e8748847,112265,97362809,131527,112231,97375132,131527,112210,97372622,131527
4087f6840d990b6f,23089,8183658,137123,23045,8194284,137123,23029,8194390,137123
408d5c4543ce4e58,105200,90301807,137651,105155,90316609,137651,105138,90312456,137651
4096f091a8353389,74573,59681034,136882,74532,59693527,136882,74519,59694493,136882
40c01869e7f02f00,71471,56539757,129880,71460,56549478,129880,71464,56549847,129880
40c3ca26ae1795e0,85623,70702860,127873,85613,70725316,127873,85611,70724532,127873
40cb9e17426a0ffe,29721,14779144,129615,29752,14789206,129615,29714,14789534,129615
40d5b9f0f5c402de,48241,33370131,361712,48239,33402556,361752,48224,33403516,361752
40dbc32a708c4d77,107331,92442427,137939,107294,92453013,137939,107283,92453308,137939
40e97080e8e7425b,116394,101481846,138846,116364,101492250,138846,116348,101492746,138846
4119bf25f08f1c42,86685,71764724,139222,86648,71775601,139222,86633,71775842,139222
4119cc61d83a1b39,83213,68321262,138453,83173,68332325,138453,83158,68332357,138453
413c6f9ef13fb324,39991,25041742,131056,40015,25051678,131056,39982,25051949,131056
415ef1e96009f127,92447,77502638,132277,92430,77514027,132277,92415,77512022,132277
41600e2495530185,51143,36224032,138192,51116,36236999,138192,51095,36234238,138192
4161d7270958ab6d,23524,8656047,400728,23525,8692072,400768,23510,8688782,400768
416237662f810277,111761,96860175,179261,111728,96873274,179261,111713,96879826,179261
417ce295c12ebaf3,92261,77320456,132853,92266,77331865,132853,92251,77331454,132853
417d62edf5afa4b2,16633,1724091,139885,16584,1734886,139885,16569,1738915,139885
41aca7e28bf50a5e,90751,75840296,133280,90702,75850826,133280,90687,75851269,133280
41e157c0d96dd623,65972,51041089,137690,65900,51052446,137690,65883,51052579,137690
41e55a3335261349,77655,62740903,136684,77610,62755994,136684,77595,62754279,136684
420495b03b2cf511,50229,35336860,102734,50230,35360770,102734,50208,35354008,102734
420a3e17d528ef6b,22282,7363980,139146,22217,7376958,139146,22202,7373970,139146
4238588c64c30667,21803,6842569,130684,21822,6852493,130684,21808,6852792,130684
423ab4eda5491d5d,47927,33040689,137363,47895,33055808,137363,47877,33050913,137363
424a439ea3526f97,74356,59445018,139428,74318,59454739,139428,74303,59457560,139428
4281e9d04706ba81,76687,61801369,138460,76653,61812186,138460,76638,61812303,138460
42909b86e9c2c203,45436,30520827,137564,45404,30530910,137564,45386,30531266,137564
4293a52a1415da09,111825,96913826,137520,111792,96924412,137520,111777,96924534,137520
4298abbc5c3d69e4,28089,13180159,136424,28039,13190656,136424,28025,13195661,136424
42a522df282b485a,118195,103300686,131923,118158,103311217,131923,118147,103311586,131923
42e627256d4f20b2,89199,74281456,139040,89164,74294682,139040,89151,74292991,139040
43229769da763c07,113296,98380409,131213,113271,98390752,131213,113238,98390866,131213
43497c278218ff44,78497,63584179,137395,78441,63594287,137395,78426,63594695,137395
434c4fb2617e0cd1,96926,82010790,153904,96894,82022546,153904,96878,82023031,153904
4396ff1bd73cf3a5,104813,89862554,131522,104814,89872097,131522,104799,89872398,131522
43c0e6e31efd9392,66248,51360701,136421,66215,51371306,136421,66200,51371539,136421
43e6fe0cda6aedfc,116329,101405372,139745,116300,101415787,139745,116284,101416169,139745
44606688d468626b,53265,38346146,143945,53231,38357587,143945,53216,38357934,143945
4465dc3dd8fd862d,95818,80901630,138982,95784,80915285,138982,95769,80911888,138982
4485ebeeafd5b6fb,78335,63384487,137917,78290,63397881,137917,78274,63395023,137917
44908ccc0002cfd2,27600,12659299,130970,27617,12669365,130970,27603,12669733,130970
4495c9dfc5beb4a2,60924,45979528,130716,60957,46053686,130716,60932,45990144,130716
449dfaea5e1833f0,71658,56739761,131017,71629,56749703,131017,71629,56750009,131017
44a55cd023095894,92476,77540457,132838,92454,77552086,132838,92439,77549744,132838
44a61b4a1d771437,60107,45200992,138931,60090,45249433,138931,60056,45212099,138931
44bca79ab736dcc0,27664,12718826,128735,27679,12729109,128735,27665,12729493,128735
44d82b12a1c81981,35913,20961011,128998,35945,21040518,128998,35918,20971105,128998
44ecca4c9e7c59c0,34742,19823491,137350,34714,19833368,137350,34692,19833860,137350
44efa00151d31ba3,79928,64982133,131129,79960,64997160,131129,79930,64992647,131129
44f46f6752c72938,63957,49040907,137211,63921,49051528,137211,63904,49052126,137211
4513ea5bb6e1f9a3,35251,20343589,137615,35210,20354384,137615,35202,20354775,137615
4551e47a1920b35a,34470,19563455,136677,34427,19573954,136677,34407,19574249,136677
4555998e8032a5bd,49348,34440862,138549,49313,34455402,138549,49303,34451235,138549
458792da1a28a682,91344,76441575,138328,91305,76452648,138328,91291,76452821,138328
45a6cd466633f5cd,46370,31450327,131275,46389,31546240,131364,46371,31543209,131364
45bc96cbe56705f8,31487,16551461,114281,31508,16565669,114281,31494,16561435,114281
45bd52644a7bd770,105229,90325321,139190,105189,90336617,139190,105170,90336967,139190
45c48674bbb377e4,39100,24200819,138941,39056,24211708,138941,39041,24216727,138941
45f8c4e2b3684028,113025,98083123,131882,113053,98092997,131882,113007,98093291,131882
46254108bcfade51,111954,97040598,132470,111918,97050362,132470,111903,97050698,132470
4630aae8a682fac2,119964,105061682,137723,119916,105072171,137723,119901,105072441,137723
463f728ea7647565,84002,69064865,138435,83998,69078369,138435,83971,69075471,138435
4667cc42c8edc44e,91375,76464886,138287,91335,76474900,138287,91320,76477852,138287
46737117040b5240,53200,38280799,138069,53167,38291029,138069,53153,38291409,138069
46938fe97f3dfd87,104358,89442341,140137,104329,89455211,140137,104314,89455049,140137
46a9b617612087b4,59512,44604454,139624,59469,44618669,139624,59449,44615335,139624
46af252767b3b730,87968,73051905,139176,87967,73062860,139176,87935,73063146,139176
46b7066e6ca3e38b,23395,8480257,137138,23364,8490978,137138,23348,8491186,137138
46c424ccd660b732,80688,65767068,153187,80656,65779845,153187,80641,65779687,153187
46cbf7bc20c4cfd2,39223,24323737,138119,39184,24333964,138119,39169,24336769,138119
46cd947b71775da9,38503,23603698,138182,38462,23614446,138182,38452,23614903,138182
46d112523152bd01,107618,92704185,131966,107584,92713995,131966,107569,92717208,131966
46d7ea24e2476adc,34015,19078985,129087,34018,19089442,129087,34001,19089620,129087
46ecbeb8648a7254,86308,71421406,137885,86273,71432840,137885,86258,71433047,137885
4708af1d1476d079,54791,39877648,130614,54737,39887364,130614,54722,39887738,130614
47111f08ce5dfce8,80023,65083405,139640,80045,65093619,139640,80015,65096586,139640
474e4348a5f0dc01,101522,86602833,132451,101488,86612719,132451,101476,86613038,132451
4752ec20a90ba623,72990,58081230,139404,72956,58092025,139404,72941,58097211,139404
47530f27442151db,64825,49881731,130825,64820,49891474,130825,64805,49891711,130825
476d4b336d98909e,85011,70104064,135698,84966,70114004,135698,84950,70114567,135698
4772300664d0a3c5,82311,67401029,136793,82257,67414522,136793,82242,67412050,136793
4787956508edfe69,27534,12611993,112734,27552,12625476,112734,27538,12625019,112734
47d6fc4a24a27533,45563,30661044,138800,45527,30675730,138800,45509,30674096,138800
4829837aee7689dc,105142,90224174,141574,105090,90237407,141574,105074,90234751,141574
482b3644dc13a382,99697,84781712,139053,99659,84792149,139053,99648,84792435,139053
48513211fa908c4e,107149,92245040,136787,107106,92255634,136787,107090,92255974,136787
485e4164fa3647a0,41557,26640477,136996,41527,26650718,136996,41507,26653518,136996
4876851383398af3,105055,90122884,132413,105020,90135024,132413,105005,90132780,132413
48baef9ea2fe31f1,103642,88723900,131792,103609,88733725,131792,103595,88734098,131792
48f7b4591aa1ee58,97769,82860318,131858,97737,82874273,131858,97718,82869965,131858
4926c4e36b46d9a3,25831,10899502,130911,25845,10909992,130911,25826,10910386,130911
49351030fc76a2fc,21131,6223394,137376,21083,6233619,137376,21070,6236529,137376
4935b532c53aeac5,21960,7020876,139753,21963,7031635,139753,21949,7032033,139753
493df6c84f868420,58580,43661033,139090,58550,43674043,139090,58531,43671602,139090
496d0b0d7f5897ae,91184,76265079,139631,91149,76275552,139631,91135,76275959,139631
49938d9216a41662,52921,38021046,138958,52877,38031883,138958,52858,38032219,138958
49b00cf730325173,34142,19200830,129542,34134,19210912,129542,34118,19211191,129542
49e6c34c779bca91,84152,69224365,137146,84122,69234278,137146,84099,69234768,137146
49fbfa01280e7046,37024,22103930,138475,36992,22114447,138475,36978,22114801,138475
4a3f854cd514b7ad,32646,17740435,137174,32591,17750443,137174,32576,17750832,137174
4a675a626e007483,102438,87520616,132609,102401,87530402,132609,102385,87530809,132609
4a6b87bd9468ca26,56288,41379688,130780,56243,41389743,130780,56228,41392529,130780
4a802be655751768,70752,55861176,138819,70716,55872913,138819,70707,55872470,138819
4aa1a3626a16aecd,38817,23900661,138390,38784,23911217,138390,38769,23911592,138390
4aa7684d7f6e4e4b,58271,43364328,139393,58223,43374818,139393,58208,43375157,139393
4aaae8ed41c9ae46,75423,60482913,133990,75435,60493335,133990,75414,60496050,133990
4aaf4bf5ee777359,92068,77148205,131406,92080,77158116,131406,92065,77163290,131406
4ac577ae77f46fb7,72273,57360272,133904,72236,57370639,133904,72221,57370982,133904
4ad252314277924c,112017,97102521,131631,111979,97112748,131631,111964,97112993,131631
4ad3297eb87e4a3d,100444,85522376,129950,100397,85531708,129950,100379,85534254,129950
4aedacf3347e9ef7,111492,96585707,139659,111442,96595780,139659,111428,96598735,139659
4af08843d5d9f2f3,51208,36300967,139282,51181,36317155,139282,51160,36311453,139282
4af7e1f2abf7b78e,68802,53901334,139048,68758,53913743,139048,68743,53914335,139048
4afd960826a1452f,97705,82801721,138201,97674,82812559,138201,97655,82812843,138201
4afe112a0e32e600,113624,98705339,139153,113595,98716233,139153,113575,98716462,139153
4afe39441cd04148,37936,22981080,130301,37946,22990491,130301,37947,22990871,130301
4b298bc068da2b2f,60892,45948497,130462,60927,46052795,130462,60901,45962450,130462
4b4777fb9d6b80a7,57612,42721039,139390,57574,42737267,139390,57563,42737378,139390
4b4bae06277539bb,32592,17680315,137007,32534,17694976,137007,32516,17690431,137007
4b61e002869c8ddd,65841,50864261,137697,65819,50874654,137697,65801,50874946,137697
4b63add10754f691,103861,88961422,137952,103829,88977537,137952,103814,88971842,137952
4b698bbf0ee23afc,67443,52499862,131306,67445,52509671,131306,67431,52509972,131306
4b6c058976b567c9,67220,52305021,138979,67187,52315345,138979,67172,52315691,138979
4b82482066e77d96,24887,9981062,141184,24839,9991760,141184,24823,9992049,141184
4bb8fd4689bca78a,95971,81051734,130629,95971,81062594,130629,95956,81062635,130629
4bc56c217ea3d8d6,72764,57844647,138262,72731,57858966,138262,72717,57855730,138262
4bc93f6d8f5692b4,83845,68899792,130036,83856,68911675,130036,83829,68909402,130036
4bea0375569192bd,27973,13041320,130558,27948,13051450,130558,27933,13051689,130558
4bf1cd0ce7db6a31,22583,7675224,158844,22554,7693757,158844,22538,7687186,158844
4bfbb9ef49b55b13,58209,43304896,139338,58165,43315631,139338,58150,43315894,139338
4c1ad9471622c684,21569,6715386,399344,21586,6749593,399384,21571,6750637,399384
4c37a1b72931c319,39736,24812743,113838,39776,24855882,113838,39741,24825407,113838
4c5309be65f72a0d,119995,105101775,138461,,,,,,
4c55827c6ef92749,59395,44481042,138982,59348,44492333,138982,59334,44492296,138982
4c65877d2d357412,35000,20083363,135625,34966,20093215,135625,34945,20093565,135625
4c68669c02871a98,74782,59864380,138448,74754,59875198,138448,74735,59875370,138448
4c70061e9fec1b26,104967,90023071,132786,104948,90033017,132786,104933,90033346,132786
4cb1d1f23feeab26,45098,30199493,130758,45050,30209611,130758,45035,30209834,130758
4cb30ed183dff94e,96471,81561467,137832,96429,81575662,137832,96414,81575714,137832
4cb8b04790325c87,52347,37399642,130956,52356,37409222,130956,52341,37409669,130956
4cd4e172de0fa71e,76970,62057283,136804,76935,62067608,136804,76920,62072710,136804
4ce1ea640484a401,114192,99285333,140171,114143,99295469,140171,114136,99298229,140171
4ceec1b9f631df38,59187,44241891,131705,59174,44251680,131705,59160,44251982,131705
4cf068685ee5b742,82340,67441092,136986,82295,67455993,136986,82277,67451202,136986
4cf2e21a2d3e2528,70413,55501291,139013,70376,55515035,139013,70361,55511795,139013
4d03e61f1f2721ec,31520,16573432,130092,31540,16587844,130092,31526,16583196,130092
4d186123ad50e62c,35312,20420496,138166,35272,20431796,138166,35263,20432059,138166
4d2244b9d9dc9868,71897,57001772,141675,71856,57012058,141675,71838,57012335,141675
4d2d95716602afa0,29874,14938863,128600,29878,14948953,128600,29844,14949223,128600
4d4cbe9c64a00103,47169,32280632,137013,47135,32290478,137013,47120,32293106,137013
4d5b9ba2f7550a43,94450,79522418,132318,94419,79532301,132318,94404,79532637,132318
4d6cd3f4b5697fc8,26218,11320391,138017,26174,11335126,138017,26157,11330959,138017
4d70d223f3eaf371,89542,74640288,131811,89492,74649807,131811,89480,74651792,131811
4d9160f006e6bc01,54982,40060725,116089,55041,40151752,116089,55022,40070879,116089
4da46d243d0abcb8,26395,11480388,137460,26366,11491909,137460,26347,11492217,137460
4dab6c8924665713,75328,60382549,131687,75348,60392792,131687,75327,60393455,131687
4dae2cac5e8dfe48,57006,42059485,130526,57008,42069424,130526,57010,42071589,130526
4dbfae06db00bd6f,37905,22959051,129252,37917,22968587,129252,37918,22971964,129252
4dc6fd6284552d88,66662,51742009,131833,66627,51754379,131833,66612,51752752,131833
4dcc14660684b1fb,47489,32580488,137078,47448,32591472,137078,47433,32591552,137078
4dd694fe4727b9fa,102154,87261470,138313,102120,87273844,138313,102105,87274055,138313
4de19909bfbb60e0,48617,33691984,137308,48607,33702840,137308,48593,33702437,137308
4decd5c1e6d8e870,16721,1824230,139245,16685,1834811,139245,16670,1836953,139245
4df9c03998fb767f,74664,59764768,138695,74627,59777919,138695,74613,59775005,138695
4e22c01319e7f0e0,76873,61961119,137591,76840,61971723,137591,76825,61971958,137591
4e488b9d538fdd2d,89102,74184072,151568,89068,74195237,151568,89055,74199344,151568
4e4b43005159032e,43579,28661540,139270,43556,28674275,139270,43534,28671802,139270
4e566c7add738061,72081,57161003,138059,72048,57171352,138059,72034,57171728,138059
4e6b1678831115b5,114889,99941229,131793,114898,99951267,131793,114883,99951454,131793
4e72e3e4395e00e1,95568,80681586,138371,95533,80692576,138371,95518,80692581,138371
4e78b96f5a0cea11,16691,1800751,140411,16653,1812331,140411,16637,1812331,140411
4ee28324773695f9,115046,100102778,131971,115038,100112908,131971,115024,100113280,131971
4ef50337ecfd3b80,44382,29489665,99130,44401,29509831,99130,44398,29527523,99130
4ef93c8f66067baa,76593,61701238,139176,76553,61712502,139176,76538,61712615,139176
4efb885fe3386e2b,91841,76920518,132890,91810,76933964,132890,91791,76930629,132890
4f00395c80723abe,18449,3518741,129464,18411,3528197,129464,18397,3528611,129464
4f0aa91838977f7e,92828,77940681,132671,92792,77951269,132671,92777,77951510,132671
