content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes,webrtc-1_pts_ms,webrtc-1_arrival_us,webrtc-1_bytes
80e3e8c4bac4041f,113818,98901842,138760,113787,98914851,138760,113765,98912026,138760
80f7b16d223b714f,90810,75920227,130750,90771,75930183,130750,90756,75930556,130750
80f95e1e8d26c256,60956,46001603,130812,60988,46054745,130812,60963,46011278,130812
8110d50a825f0836,86247,71344428,137045,86209,71354930,137045,86192,71355374,137045
8117114281506d5f,95033,80121585,139485,94998,80137441,139485,94983,80132395,139485
81233f0d92b750eb,53882,38963488,141795,53848,38974367,141795,53837,38974674,141795
812816a5c958a3e9,85316,70401200,137374,85284,70414366,137374,85268,70412893,137374
8133e76f97800aef,61114,46179629,130761,61130,46195109,130761,61105,46189560,130761
813759950457dbf6,48145,33223749,136838,48115,33234997,136838,48096,33235280,136838
814d32a5993f38f2,98945,84025235,138788,98916,84035975,138788,98896,84036258,138788
81513c712f28d98f,26993,12100326,137313,26955,12110257,137313,26946,12110695,137313
815d951246a6c6f9,111259,96282524,131638,111217,96292899,131638,111203,96293233,131638
816cde12a3d42af7,111284,96321025,132378,111233,96330664,132378,111218,96331002,132378
817b295a8c1806ee,99009,84101619,139740,98978,84112530,139740,98959,84112708,139740
81848cf33ef5fe47,51960,37041387,139921,51925,37054699,139921,51913,37052856,139921
818bd1afd43ac055,111002,96021450,95496,111034,96028918,95496,111019,96029071,95496
818bfe6eca09512a,27083,12171630,137390,27050,12182476,137390,27035,12182102,137390
81a493712729c4b3,58515,43600993,138851,58486,43612072,138851,58466,43612096,138851
81b016942696b02b,95443,80541611,138809,95401,80551800,138809,95383,80552199,138809
81b35eab98fc1b59,52688,37760862,138678,52660,37771813,138678,52645,37772070,138678
81e3d6d410f990cf,87905,72981824,139111,87915,72993130,139111,87881,72993287,139111
81e52abfe4880320,98514,83605300,139711,98458,83619623,139711,98443,83616113,139711
81e5e58f90a6943e,102244,87325406,139541,102211,87335997,139541,102195,87336323,139541
81f0549804fedc4c,101876,86965524,140073,101836,86976022,140073,101824,86976447,140073
81f3ae7cf94b700c,56859,41966174,101414,56862,41985976,101414,56864,42008032,101414
8209f751dc654067,24447,9560316,137464,24413,9571582,137464,24399,9571764,137464
822207ef0a8e3224,87024,72125407,141519,86992,72138182,141519,86972,72135347,141519
8236345e65ff8951,32540,17603466,137120,32456,17616372,137120,32441,17613379,137120
8252facc2f846aac,66598,51684409,137884,66565,51694635,137884,66550,51695019,137884
825b6c5654e9b637,25893,10959024,130177,25898,10975577,130177,25880,10969319,130177
8265afc25c8290ef,75392,60460303,132483,75407,60470669,132483,75386,60471093,132483
827e0c8a390d557b,56132,41221435,141711,56093,41237909,141711,56078,41232384,141711
828057f602b723c0,60230,45324758,139076,60215,45335037,139076,60171,45335487,139076
8284b0b1f2f80aed,50811,35901085,139100,50768,35913615,139100,50750,35910851,139100
82b2843336362696,86809,71901214,137286,86765,71912888,137286,86750,71913726,137286
82b488d9a95405a7,74945,60045004,158478,74916,60063163,158478,74896,60056879,158478
82d21a5bab16b3c9,54336,39399765,130904,54346,39410397,130904,54332,39410671,130904
82fbb4070ff13f31,30881,15980242,136782,30832,15991086,136782,30821,15991456,136782
83041c69b46ff8f0,90457,75521426,138461,90444,75532479,138461,90429,75532783,138461
830745b6cebced57,69624,54682324,131683,69610,54692597,131683,69596,54692774,131683
833bcd5e617ed04d,116913,101971871,131974,116917,101982862,131974,116902,101982216,131974
8385561ef508690a,40901,25984061,137689,40863,25994995,137689,40852,25995416,137689
838c7577377dabbf,82869,67961007,136888,82839,67970987,136888,82814,67975276,136888
83c2a8d6de690475,99199,84301962,139977,99160,84318187,139977,99142,84312624,139977
83e6c3726daba6dd,73915,59021370,138485,73878,59032327,138485,73861,59032620,138485
84053b60f352d81c,119008,104085095,137789,118997,104095431,137789,118981,104095818,137789
8405f56e024f2790,30375,15460411,137788,30343,15476199,137788,30327,15470892,137788
8419a622e7451204,76500,61601291,139184,76456,61616793,139184,76441,61611428,139184
8420e03801b644e3,73431,58500010,131335,73425,58510205,131335,73410,58510595,131335
84593aa76dad4e09,103181,88262965,132380,103139,88272680,132380,103118,88273320,132380
848dd31901078bd6,114793,99848422,120788,114805,99858025,120788,114791,99858423,120788
849441f81963b947,34353,19440403,137024,34314,19451790,137024,34298,19451932,137024
84a863d8031da398,48799,33880798,137842,48765,33890876,137842,48751,33891248,137842
84a8db01400c7caa,29014,14120364,137469,28975,14130113,137469,28960,14132726,137469
84ab8d7a09062036,34618,19724066,138240,34591,19736913,138240,34569,19734191,138240
84b43b1939020e34,23871,8939151,130808,23870,8949648,130808,23852,8949979,130808
84c89d2793037742,62850,47909418,129356,62863,47919527,129356,62848,47923952,129356
84f3030ecb5db354,68489,53581527,141297,68453,53595343,141297,68434,53592211,141297
84f9957c253ba76d,88948,74061590,138324,88915,74076263,138324,88900,74073881,138324
85089e6aa6ae9730,98278,83344109,141574,98261,83354883,141574,98247,83355197,141574
853bd9088f2da481,77946,63015257,127563,77976,63025629,127563,77961,63025891,127563
854ab25ea496973c,109136,94241893,139843,109094,94255855,139843,109080,94256094,139843
855d5da29243b8c3,100268,85340573,132832,100261,85350730,132832,100243,85351084,132832
8566f0848a02cd4d,96648,81744927,138527,96610,81755309,138527,96592,81757882,138527
856e2ce98484dfb8,99384,84484266,141647,99350,84495612,141647,99329,84496010,141647
85b19fcb0f46346a,58613,43701111,139758,58583,43716669,139758,58563,43712437,139758
85cd99713e805a75,60321,45421776,138588,60306,45434119,138588,60258,45431778,138588
85ce9e606aaca696,17905,3012641,102919,17928,3037799,102919,17915,3036706,102919
85d70bc97f0318e6,62182,47280730,136171,62133,47290483,136171,62119,47292827,136171
85d8a0602bf51cdb,48709,33780887,139111,48689,33791075,139111,48674,33791504,139111
86117f9ee45bb689,87337,72421493,139318,87300,72432386,139318,87289,72432688,139318
8626e7c53c1bb576,104014,89121864,140229,103978,89132811,140229,103963,89133031,140229
8639551407c7dde7,40491,25600385,136764,40455,25615706,136764,40439,25610542,136764
86616b16762795ab,36638,21743747,136654,36605,21753926,136654,36590,21754377,136654
86691f112c7fa5bf,52718,37801268,140114,52684,37813306,140114,52669,37812852,140114
868a67fd7136f62e,41493,26580366,135947,41464,26594945,135947,41444,26595775,135947
868dea376b7dc962,32619,17703419,136953,32565,17714144,136953,32545,17714521,136953
86ad05a85dcd57c2,43417,28507042,175499,43396,28524853,175499,43373,28519896,175499
86bf1f930d568e6f,32384,17420219,136781,32352,17431542,136781,32337,17431664,136781
86cee14f0bd02fdb,104229,89322134,139820,104174,89333628,139820,104159,89333964,139820
86d1dd5b1f34fedf,101131,86180507,132308,101108,86190136,132308,101094,86191959,132308
86d4e6ddba67b33f,41728,26791987,115725,41758,26802589,115725,41738,26803081,115725
86d986e8ae6274e6,64675,49786548,122552,64671,49799919,122552,64656,49802281,122552
86de9ecfbb613705,66912,52004545,138462,66864,52014792,138462,66850,52015093,138462
8706592296f2cea7,81192,66301328,137589,81153,66312231,137589,81138,66312120,137589
87131344d1baea93,90930,76040251,131617,90893,76050697,131617,90878,76051008,131617
872c9a124e373cdd,99168,84261713,139408,99131,84274728,139408,99113,84272123,139408
87345d194b3e112c,59125,44181899,130766,59119,44191409,130766,59106,44191772,130766
873875475a63dfd4,112962,98020411,130742,112997,98032895,130742,112949,98029958,130742
8743cb5b485e3a5d,57494,42584109,138573,57437,42594526,138573,57430,42597516,138573
8796543b3ca54ce4,108869,93942344,139984,108844,93954923,139984,108841,93952977,139984
87993cef52a81499,111205,96222584,130226,111183,96232764,130226,111169,96233159,130226
87bbb07ebc058f21,23777,8838850,129454,23783,8849075,129454,23765,8854821,129454
87c5d03ddc49d676,31990,17073235,113045,32025,17082019,113045,32010,17082162,113045
87cbe52b079be21a,117126,102200634,131074,117098,102210537,131074,117083,102210954,131074
87d69deaf5b3b4a1,114984,100040746,132957,114984,100050657,132957,114970,100051054,132957
87e3b1a314f26eb9,104538,89646111,103054,104549,89664749,103054,104534,89665237,103054
87e5943eea8d8e8f,91872,76960358,132813,91842,76975856,132813,91822,76970471,132813
8824c81cb055800b,30221,15323413,137145,30182,15333486,137145,30174,15333876,137145
88276980f3ccde11,55298,40339763,131197,55318,40350059,131197,55300,40350323,131197
8829f3f88c9974b1,113850,98942151,140449,113819,98958682,140449,113796,98952802,140449
882c6526bc9bc93d,85164,70264482,136855,85127,70274854,136855,85118,70275191,136855
8877c6245e5b13cb,59755,44841067,138928,59723,44858312,138928,59713,44851585,138928
887be07e80879ede,25256,10340435,138244,25223,10351796,138244,25209,10352125,138244
88a99ca03a280d1d,97425,82524512,136927,97387,82534472,136927,97372,82534933,136927
88bde04c24952732,31123,16203552,137381,31091,16214329,137381,31075,16214693,137381
88d55896381278aa,81675,66782026,99866,81681,66800258,99866,81667,66800079,99866
88e598a8cab74315,86157,71244079,137388,86112,71254622,137388,86103,71255146,137388
88f4509d8dc64dd1,70967,56061254,139386,70940,56076122,139386,70920,56071535,139386
890a640a94102be3,70783,55884590,138814,70747,55894887,138814,70738,55897991,138814
890b895915fc0619,108988,94081475,137711,108947,94091545,137711,108940,94096146,137711
896a6601a14e3ae9,20126,5160051,136710,20111,5171829,136710,20096,5171744,136710
89a123abcd4649ec,83558,68641007,136855,83524,68654725,136855,83509,68651127,136855
89b2a3857dfcc8ff,49600,34700755,138074,49555,34711747,138074,49544,34717405,138074
89cfe62d46b6c978,55112,40146966,130158,55164,40158510,130158,55145,40156548,130158
89d1203dc3eab5dd,49036,34141066,138546,48992,34153735,138546,48982,34152458,138546
89d6ac4a2d0dab87,19886,4914783,132589,19918,4925772,132589,19904,4926089,132589
89e40ca859f7414b,34589,19700741,140019,34557,19718537,140019,34537,19711645,140019
8a054f5346f3cc43,44927,29999342,129923,44885,30009255,129923,44876,30009584,129923
8a065bc16396e42d,34558,19660909,136893,34516,19673770,136893,34499,19671100,136893
8a079fb997e42c60,67902,52984725,137764,67849,52995062,137764,67835,52995334,137764
8a187630207d2d52,83971,69041495,138671,83971,69052429,138671,83945,69052809,138671
8a1f53903ad82a1f,76624,61724421,137140,76586,61735131,137140,76572,61735442,137140
8a2167155e47a473,30600,15691713,136082,30565,15703829,136082,30547,15702746,136082
8a3120e950ad7083,43675,28760703,138184,43649,28770920,138184,43627,28771228,138184
8a5c05784de69f0b,80502,65604111,136297,80469,65616917,136297,80452,65614860,136297
8a611511716abbd2,68295,53381170,138530,68265,53391484,138530,68246,53391712,138530
8a844addf67a158b,117415,102521956,139679,117379,102532359,139679,117362,102532687,139679
8a8adb7a2bec7fe4,17655,2740495,138991,17622,2750692,138991,17607,2751151,138991
8a906f9323570e2f,34529,19623517,136628,34487,19636084,136628,34470,19634014,136628
8ac0b423c4b8dc0f,83058,68144217,136516,83019,68154276,136516,82993,68154719,136516
8ac25e7c8c3e72ca,106625,91700205,130649,106632,91710661,130649,106616,91710972,130649
8aef312cd919fe12,44432,29508993,113752,44450,29517024,113752,44447,29538740,113752
8afd4a12ca8786b9,47710,32803944,138367,47667,32814124,138367,47651,32814577,138367
8b004b33efc8cba5,20943,6040083,137197,20905,6050369,137197,20892,6050720,137197
8b11c63d8ca14a97,58868,43946444,117251,58874,43955616,117251,58860,43955863,117251
8b1c9c43d7214831,65545,50567414,113239,65594,50632292,113239,65574,50626901,113239
8b23735adf4b7cfa,96958,82041449,137473,96925,82051931,137473,96909,82052171,137473
8b3daaba8b49bd16,61869,46960797,137851,61835,46975158,137851,61820,46973953,137851
8b44571cf00bccd6,101015,86061860,139063,101023,86076255,139063,101009,86073852,139063
8b67d200c1857d1c,92100,77170607,132610,92112,77185216,132610,92097,77180201,132610
8b710021991338e4,41152,26243968,136986,41107,26255368,136986,41092,26255622,136986
8b89db636df2dd4c,90576,75645189,139539,90543,75656101,139539,90529,75656205,139539
8bca30deab0256aa,74100,59184536,137848,74067,59197335,137848,74052,59195173,137848
8bd679548a2c6dcd,20262,5320166,137101,20201,5333510,137101,20186,5336438,137101
8bd944a08968e1cc,103449,88524926,138752,103386,88535051,138752,103371,88535483,138752
8be12ed1fa49d2cf,83781,68839801,130371,83795,68855309,130371,83767,68850007,130371
8be6b6bd2eaefbd4,119683,104765286,138320,119648,104776169,138320,119633,104776420,138320
8bebe047874c3c15,58548,43624515,139019,58519,43637148,139019,58499,43634533,139019
8bed38102c10ab03,71196,56303420,102536,71191,56320170,102536,,,
8c0c4f55c39d76db,32151,17182787,130417,32176,17192563,130417,32160,17197280,130417
8c0eb3458cba2137,109824,94921474,136681,109775,94932275,136681,109761,94932511,136681
8c10cfe03de74de7,61205,46281021,137236,61205,46296079,137236,61182,46291413,137236
8c205a2ac1a75f3b,66501,51584033,138235,66470,51594291,138235,66455,51594622,138235
8c2352b25a91d34c,77126,62206193,128643,77132,62222642,128643,77117,62216681,128643
8c2d26ed4c5de498,62212,47320784,138106,62172,47334868,138106,62159,47333601,138106
8c3f7d72e41c12fa,23934,8999187,131026,23926,9008698,131026,23908,9011022,131026
8c70f5c9c0c36123,51927,37004420,139733,51892,37015422,139733,51880,37017641,139733
8c7147e75c1846fa,78765,63846907,136202,78734,63857359,136202,78722,63860798,136202
8c74901c0fd7bb30,105469,90561757,138906,105440,90572366,138906,105423,90572534,138906
8c825a14001d4838,98693,83801679,139153,98661,83814684,139153,98639,83812457,139153
8ca84c180f467960,41857,26899101,129136,41880,26909181,129136,41860,26909560,129136
8ca929ff0a0d75b0,106847,91920448,131478,106839,91930000,131478,106823,91930389,131478
8cad46e1291433db,22427,7540399,138076,22392,7556172,138076,22380,7554759,138076
8cf888ec26347b5d,49723,34824302,138309,49685,34834643,138309,49676,34837789,138309
8d05b16927c77e81,37396,22500471,137454,37355,22510335,137454,37340,22510820,137454
8d2f71dbd8eba920,73205,58282989,114851,73206,58294899,114851,73191,58294419,114851
8d3734236ab70475,100144,85202836,131407,100159,85214753,131407,100140,85212910,131407
8d4ea3560377a09d,68616,53704543,139877,68571,53718172,139877,68553,53715238,139877
8d6a75d37e55d950,81822,66879831,129326,81826,66889173,129326,81813,66889600,129326
8d81c42fdbbc5d46,95850,80941788,139181,95815,80954660,139181,95800,80951903,139181
8da51085cb9fea82,77445,62504721,137170,77433,62515263,137170,77418,62515577,137170
8db1aadd522b19aa,26557,11643302,154582,26527,11658486,154582,26508,11655051,154582
8dba28e3f28b5e7a,81347,66461179,137971,81312,66475351,137971,81300,66473776,137971
8dc97e38b315a027,29328,14420472,138084,29292,14434684,138084,29281,14435742,138084
8de9fa8fbb600711,72612,57721152,138867,72577,57732820,138867,72562,57733163,138867
8dec5f2d4a931f28,98338,83421699,138642,98313,83432512,138642,98298,83432757,138642
8ded3fa0dd16ed11,16907,1987469,159684,16875,1999668,159684,16860,1999997,159684
8e37cf67fc0ca2ae,97607,82701645,138941,97578,82713172,138941,97559,82713160,138941
8e3971dc247b8bea,102754,87820502,131546,102798,87864700,131546,102769,87830596,131546
8e40f4b3309cdee6,73302,58362091,131736,73302,58372237,131736,73288,58372528,131736
8e60a27f05b1d19a,23059,8160524,138984,23012,8171691,138984,22997,8171430,138984
8e749bcda04ab9ec,34499,19600472,137623,34457,19612123,137623,34437,19612118,137623
8e9533f0b8b4d70c,105819,90905290,139210,105781,90918458,139210,105764,90915836,139210
8ecbf75598eedd7d,57436,42521115,138814,57390,42531205,138814,57384,42533838,138814
8ecc1b8f0e43b41a,96893,81984821,157971,96862,81997309,157971,96845,81997711,157971
8ee825833e77cf0e,115369,100465729,139450,115325,100477162,139450,115316,100477484,139450
8ef3a9bb461be0a4,70661,55761319,139205,70618,55775037,139205,70599,55772908,139205
8f079144686230ea,102818,87880378,131147,102856,87895595,131147,102828,87890325,131147
8f194de961033589,67695,52759860,131507,67677,52770268,131507,67663,52770655,131507
8f196e05a61a1d15,15453,560131,137208,15412,571085,137208,15397,571411,137208
8f22ffa4c7c3d0f9,27179,12260781,139588,27147,12271144,139588,27131,12271546,139588
8f245b1052e1f896,29933,15000434,137302,29922,15010595,137302,29891,15011058,137302
8f456b5f79a6d724,16604,1700477,138938,16553,1712309,138938,16538,1712398,138938
8f52f4db5e0407a5,43327,28443209,152805,43301,28462505,152805,43281,28455222,152805
8f64c721051e2ec7,65078,50161287,137967,65056,50172442,137967,65041,50172590,137967
8f6d0cc7e3e4116a,30019,15100413,137239,29986,15110738,137239,29959,15111132,137239
8f94c8a597eb438a,72048,57124524,138440,72016,57134848,138440,72001,57135221,138440
8fa11265dc6b28c0,97303,82401345,137753,97256,82412608,137753,97240,82412624,137753
8fc2b8283185b5e5,42887,27879250,129948,42868,27891015,129948,42843,27888393,129948
8fc35db4f0c3b09a,26809,11900848,138359,26771,11911782,138359,26752,11912283,138359
8fd7d92b160c5572,43893,28982497,129431,43853,28994342,129431,43833,28993125,129431
8fe9c6b53b7fdf20,72017,57101157,139258,71984,57116038,139258,71969,57113963,139258
900bd9b519f337f2,68207,53320864,137616,68178,53335619,137616,68159,53331677,137616
902aaadf03f500cb,36578,21683644,136678,36544,21694404,136678,36530,21694801,136678
903fbd4988faf880,77913,62993687,129954,77944,63004145,129954,77930,63004292,129954
904bcf7d0bc08fb9,78307,63361225,138588,78270,63372427,138588,78255,63372552,138588
90562dbb2ed6e068,75873,60981022,137965,75835,60996511,137965,75820,60994677,137965
9066979c45a86004,67602,52660160,133007,67595,52669925,133007,67581,52673087,133007
9067d33b15bcb580,102031,87125378,139678,101984,87135831,139678,101971,87136169,139678
9067fc5579717230,96101,81160107,130765,96099,81170435,130765,96083,81170839,130765
9072fff7674a304a,25799,10858975,129684,25817,10869123,129684,25797,10869631,129684
9081125b2cfd7b36,65945,51001125,138694,65883,51011202,138694,65866,51011550,138694
908562d5f6c51f06,31406,16513045,96929,31427,16535106,96929,31413,16533323,96929
908abd098e7b84c7,36863,21943595,137895,36835,21954304,137895,36820,21954518,137895
908e2db844405224,71097,56192483,138335,71068,56203205,138335,71046,56203370,138335
9092520e6d33b8d2,80442,65541087,137372,80392,65551097,137372,80379,65551414,137372
90a970ba3a61c072,77979,63037102,128713,78007,63047375,128713,77992,63047637,128713
90b2d58f12da8bf8,28060,13141033,140971,28016,13152483,140971,28002,13152864,140971
90be80ab588c681e,80412,65504235,136562,80363,65514626,136562,80350,65514788,136562
90c1b460cb53dc0e,99730,84821809,139960,99690,84833063,139960,99680,84833303,139960
90d9e72268215f0f,28234,13340328,138048,28193,13351292,138048,28178,13351291,138048
90dd57df088ab277,101159,86220726,133474,101128,86235768,133474,101114,86230812,133474
90f567714db6a6ec,73677,58760973,137374,73643,58771223,137374,73628,58771606,137374
90fe5b638842781b,35032,20120758,138709,34997,20130916,138709,34976,20131237,138709
91143e3f7191ee3a,99504,84584820,138324,99469,84595745,138324,99456,84596081,138324
913e7f7aba308272,90301,75362023,141550,90305,75373256,141550,90290,75373500,141550
913fb0686b25746b,68647,53741098,138687,68601,53751862,138687,68583,53752202,138687
913ff4d3f5f52a39,55971,41060865,138669,55936,41071655,138669,55921,41071831,138669
9154a240b6978890,77159,62227902,128233,77164,62238070,128233,77150,62238405,128233
9154ae241d919577,88712,73800642,132860,88652,73811163,132860,88640,73815734,132860
917a0b103e541ad9,47553,32640431,136290,47509,32650854,136290,47494,32651201,136290
919f54566538c68f,61468,46564216,137587,61423,46574123,137587,61408,46574586,137587
91b9562ec1379ee0,60447,45561091,138924,60428,45572039,138924,60398,45572291,138924
91bfc2f82ed2471d,45719,30820631,137963,45676,30831271,137963,45658,30831489,137963
91cf3e70db58cc8b,106658,91722457,131455,106664,91732903,131455,106647,91733157,131455
91e5de542156315a,72210,57303808,153081,72175,57315389,153081,72160,57315780,153081
91f8c66259565423,115137,100203225,133299,115114,100213405,133299,115099,100213750,133299
9213c66c2c29615f,105694,90781627,139232,105661,90792176,139232,105644,90792530,139232
92190fce6e89ab76,108900,93981573,137723,108871,93992178,137723,108867,93992364,137723
9232b79941b07310,111466,96562150,140037,111414,96573125,140037,111399,96573394,140037
92345f7b544161ad,63798,48880983,138125,63768,48891842,138125,63750,48892192,138125
923a517f865136ce,40259,25341002,140548,40226,25351625,140548,40201,25351866,140548
923d837be6ac0d52,97928,83005332,115664,97933,83013746,115664,97919,83017998,115664
924695abcdeec1ce,66565,51661157,138379,66533,51671846,138379,66518,51672010,138379
92613078dcb07328,96412,81485149,139551,96380,81495884,139551,96364,81498625,139551
926148c95bd4fb90,114824,99880618,132302,114836,99891525,132302,114822,99891808,132302
926aa13dc796d125,91216,76300498,132980,91181,76310366,132980,91166,76310742,132980
9278698848134417,46870,31959440,129817,46841,31974909,129817,46824,31970505,129817
9284e932f1600a00,116113,101221757,139013,116073,101232397,139013,116058,101232762,139013
928f8fb804199d97,35407,20520881,138031,35372,20531717,138031,35357,20532106,138031
929d652c7a765a7f,54368,39421905,131200,54376,39431975,131200,54362,39432230,131200
92c9256fd43df307,42684,27687737,118874,42740,27789789,118874,42711,27697380,118874
92f3514f678373e3,55415,40461829,131559,55402,40471546,131559,55384,40471731,131559
92f937fbc7b0c576,87305,72384895,139090,87268,72396116,139090,87257,72396509,139090
933be7455e1ed6d7,95381,80481545,139127,95339,80496243,139127,95322,80491946,139127
9347b3a1179a2b0b,62090,47192602,139123,62046,47203071,139123,62032,47203309,139123
9353e458430204c7,75231,60300337,132433,75255,60350729,132433,75233,60311213,132433
937e2bb6e733c7b4,118693,103760477,130947,118706,103801342,130947,118690,103800823,130947
93879ee0110e69c5,16088,1138578,127300,16101,1147926,127300,16086,1148369,127300
939e76c1aecdca58,44780,29840552,137690,44769,29851688,137690,44763,29851843,137690
93a0dd85d1a25b2b,33919,18979324,131375,33925,18989656,131375,33908,18989990,131375
93a99eb4b77101c6,106879,91960452,132172,106866,91970699,132172,106850,91971023,132172
93ac847ec63a7196,51305,36401133,139923,51277,36415387,139923,51257,36414688,139923
93c4cbb203cb1f79,61236,46304133,137099,61229,46314334,137099,61206,46314704,137099
93de53bafcea7547,87586,72666743,131440,87615,72772766,131529,87578,72679462,131440
93fa0b737a5d3621,100893,85921793,139172,100923,85932262,139172,100909,85932619,139172
93fcf4f90ffaeec4,25924,10980900,129849,25924,10991478,129849,25906,10991864,129849
9405eeea698b6c50,57101,42159504,130472,57099,42169131,130472,57100,42171528,130472
94b7b7877ca33ec7,107585,92681855,138142,107552,92697259,138142,107537,92694703,138142
94c2d3795a9723e0,28382,13463469,137612,28354,13473647,137612,28334,13474078,137612
94c43b0e2352fe1a,35689,20780398,136658,35654,20791047,136658,35640,20791214,136658
94c8d9924c8a4c64,21037,6140358,137141,20995,6150753,137141,20982,6155159,137141
94d0ea97594adb25,19152,4240732,140312,19120,4251980,140312,19101,4252118,140312
953bf2a3c7ee2c08,83363,68444451,138190,83330,68454667,138190,83315,68455027,138190
9546fbb6827824b1,117006,102060511,130922,116999,102070033,130922,116984,102072603,130922
95649cb0fbbf69c7,113721,98804856,156299,113691,98816783,156299,113670,98817329,156299
958f8af2b673593f,82194,67264462,138332,82160,67274828,138332,82145,67275225,138332
95971756dd503a33,78222,63260148,131036,78209,63272982,131036,78194,63270048,131036
95b6d62f09ef8136,33363,18460667,139269,33323,18471367,139269,33301,18471448,139269
95bd1e8d6dd00c5a,54586,39659766,131528,54570,39675193,131528,54556,39670419,131528
95c36097a45b5a51,30440,15524167,153780,30407,15536437,153780,30391,15536683,153780
95cac356461af28f,21192,6300589,139566,21152,6311384,139566,21137,6311646,139566
95f99e04b561dde4,80206,65281125,137670,80194,65292160,137670,80169,65292384,137670
9605d33e2e69617d,93140,78226031,140063,93103,78239921,140063,93088,78236685,140063
9626dc4a36c9862d,56163,41243236,129273,56123,41252839,129273,56108,41253191,129273
96445bf21f701d00,97878,82985791,103734,97883,83002290,103734,97869,83002901,103734
964f55a6573484c6,63194,48260907,137747,63172,48271029,137747,63157,48271460,137747
9659dc29d603420e,108713,93780543,131815,108703,93790275,131815,108703,93790648,131815
965ebacb49117c63,23903,8961453,131602,23898,8973483,131602,23880,8972518,131602
96640b4cec94f854,119809,104901987,139258,119769,104912694,139258,119755,104912799,139258
9672553053d4c1d3,113501,98605451,137688,113467,98615778,137688,113452,98616084,137688
96889f478bb881ef,100731,85796904,118387,100774,85810256,118387,100760,85806040,118387
96a06f8ac9b473b6,31584,16639001,128277,31602,16652481,128277,31588,16648467,128277
96cf9438ef8236cb,34774,19863439,154694,34747,19874321,154694,34725,19874812,154694
96d63f68957ca6a0,25984,11058942,129388,25973,11069462,129388,25955,11069747,129388
96d8a9e180958eec,39069,24161668,137745,39026,24171827,137745,39011,24172149,137745
96eedb0646378c9a,28704,13800283,136948,28671,13814791,136948,28652,13810222,136948
96f0cda188c50514,92948,78022393,131568,92914,78032298,131568,92899,78032699,131568
96f575710bbfc8da,23808,8860997,130786,23812,8870691,130786,23794,8873485,130786
96f5f3bb86386cb8,104454,89541743,138981,104425,89554099,138981,104410,89551633,138981
9713792acab7c31f,60382,45484245,138062,60365,45494828,138062,60329,45495211,138062
971af0e7d78141a7,112415,97500612,131908,112380,97511157,131908,112365,97511157,131908
972f6f46b72f29d3,19247,4340471,139694,19210,4351554,139694,19191,4351890,139694
97725070bddc626d,47425,32505986,135404,47387,32516336,135404,47372,32516743,135404
9778cdd8e47af662,36400,21483709,137636,36352,21494250,137636,36333,21496373,137636
979073ce59769aab,19277,4363836,138152,19239,4374354,138152,19220,4374742,138152
9796eaac6998df8c,84600,69684590,155011,84571,69700440,155011,84556,69697372,155011
97a798263687b160,50840,35941049,139519,50793,35951412,139519,50777,35951764,139519
97a9a72d442fc080,58741,43824475,138987,58708,43834809,138987,58689,43835244,138987
97c5555dacf14fe6,18477,3559036,131546,18433,3569267,131546,18418,3569629,131546
980a6f4c07266456,74511,59604486,137980,74465,59614605,137980,74450,59617547,137980
981682240027ae65,85721,70799727,128065,85710,70815004,128065,85708,70809578,128065
9825ed98bfc6cb49,80753,65841266,138400,80720,65853103,138400,80705,65852492,138400
982b3284a56e60dc,115833,100920501,131070,115794,100929921,131070,115780,100930276,131070
98367abf34960488,55471,40541074,138391,55439,40552079,138391,55422,40552149,138391
984f49110daf13e7,48394,33459425,130733,48397,33469070,130733,48383,33473305,130733
98631eb3890da199,52379,37439749,132439,52386,37450161,132439,52371,37450585,132439
98a0ac852f2ff60b,33636,18720669,139163,33603,18736319,139163,33587,18736208,139163
98a41149835edec2,84211,69301153,136882,84168,69311932,136882,84146,69318616,136882
98ca40cd3ae28407,116637,101745561,103919,116652,101764017,103919,116637,101765098,103919
98e55794be96f01c,30972,16080581,137994,30941,16096277,137994,30920,16091340,137994
990aa570b1254e37,47803,32900371,135826,47760,32911310,135826,47744,32914044,135826
992f6a24439887de,46059,31141092,139003,46023,31151432,139003,46008,31151661,139003
994a3d1a7dddee53,53135,38221071,139901,53103,38235642,139901,53088,38231300,139901
994d7e722e743573,55874,40961810,143406,55839,40976436,143406,55824,40973989,143406
99508a7ecebde6ef,34969,20060457,137851,34936,20070912,137851,34915,20071103,137851
99510ba5654663f7,27853,12918985,129945,27849,12928404,129945,27835,12932872,129945
997808f728d74a4a,20288,5343493,137795,20218,5354487,137795,20203,5354892,137795
999af862a3830fac,112328,97440508,130836,112294,97453138,130836,112276,97450064,130836
999d5d49bca4d159,79580,64660931,136662,79548,64671313,136662,79533,64671659,136662
99a151a89ec6775d,18592,3683306,142927,18544,3694163,142927,18528,3694601,142927
99caf561d4e685c2,20070,5083078,130859,20070,5093750,130859,20056,5094017,130859
99e05929f1471b66,58482,43564536,140098,58453,43575123,140098,58434,43575542,140098
9a114698ce7254f6,117888,102981888,139000,117847,102993472,139000,117832,102993418,139000
9a15b222de7b69df,54555,39620831,130839,54544,39631175,130839,54530,39631427,130839
