content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
0000ae63b66dd429,37243,27400510,340121,,,
0003d136c1fbcca4,18327,8455008,99155,18209,8471275,99155
000aeb7a894dcde7,46654,36774283,138184,46500,36784807,138184
0044a03b455896ba,37289,27417635,103031,,,
004edd434a5bbbc0,79027,69228056,357419,78882,69265175,357459
004f2cc6a3b58946,10036,114526,128584,9926,155674,128584
005c57662910f86a,35409,25499083,128594,35300,25528393,128594
0061d4a44dfef79a,61306,51417469,155111,61164,51432074,155111
00663fd8ab8d0af7,77221,67316207,132163,,,
007074f63395260e,21029,11114027,139436,20871,11148912,139436
007cda94fd8f9546,30354,20443728,130420,30261,20550030,130509
007dde61c5e01ea9,11825,1952633,130176,11672,1962957,130176
008e69564f2cbef4,19498,9614471,140934,19349,9629573,140934
0099c9827cae02f3,80410,70518284,138201,80264,70530766,138201
00b52aa5cde3f419,110575,100678221,138180,110437,100694708,138180
00d1a11acb4869f9,95567,85655567,141870,95459,85687468,141870
00dc0844f92cb253,89391,79492337,138026,,,
00e203abbab2b2d8,62337,52438509,130524,,,
00f3c67a5eabf8f0,92856,82975021,138465,92706,82985835,138465
0109d2567e0c972a,24838,14917993,138249,24717,14958392,138249
010c853daea658ae,114918,105015546,137137,114782,105037756,137137
013716abd79ef2f3,63015,53138049,137864,62872,53160797,137864
01377f6413d0f451,105816,95916912,129841,105675,95937467,129841
013994816c017e25,24015,14136535,129080,23868,14145706,129080
013c57ae282e0a8a,73003,63113772,133123,72862,63125368,133123
0144254bddc16b48,104284,94353405,128389,,,
015cfc5cdeb4f721,100242,90340976,153728,100097,90362556,153728
016490db9b5adabb,57903,48018313,138767,57748,48028471,138767
0164e56591147555,24201,14297655,138846,24058,14321993,138846
0168eae09f336d25,116215,106318531,137134,116068,106333979,137134
0171b7e9fc8ec294,59280,49394675,139577,59114,49404496,139577
0182fd1519e6402d,70120,60253389,131769,69972,60268992,131769
019b30585bbe9e0f,22499,12596633,115204,22394,12617572,115204
01a9da9098fb3cff,37500,27572864,130019,37405,27623353,130019
01aa75bf61c9c399,64587,54673219,130718,64482,54707430,130718
01bb4453f9d10d1b,93670,83755755,140035,93555,83790401,140035
01c74136d30434b5,75829,65953680,131542,75681,65964781,131542
01df766f341f79e7,10595,677593,93925,10484,712596,93925
01ee599fdd57ad4f,53707,43814601,138184,53576,43828538,138184
020189be10d2fb2d,51308,41394865,129927,51202,41441377,129927
0206b6ee1f556fec,71084,61193932,132937,70946,61207379,132937
021414ac7b1caa0a,23954,14072655,130323,23792,14082343,130323
021897569b9e2dcd,79822,69933351,129948,79680,69947191,129948
02198c9895fec94e,33043,23174179,137999,32895,23184298,137999
021c984876ee53f2,90904,81017492,140885,90754,81030913,140885
022ed9805100805c,35088,25194184,137946,34942,25207999,137946
0245f8e86954a9c4,40015,30117031,141633,39869,30135517,141633
025ac71cb6892554,114644,104715410,128525,114533,104763732,128525
02801ec80e3bcecf,57964,48077574,137784,57806,48087452,137784
02944968ab32ccc6,19745,9873799,137099,19594,9885005,137099
0294510daf2e0cac,16113,6214079,139009,15969,6232749,139009
02bc771387340fce,27201,17297243,138992,27058,17347007,138992
02c2d0be8cd4b5ee,113041,103135258,137472,112907,103160321,137472
02d447ed9d948c3d,99645,89715027,127035,99536,89764755,127035
02f8efbf774342cd,65663,55777935,138860,65510,55799541,138860
03017fac8384ab52,23861,13972898,130986,23702,13983089,130986
030387a2183030b7,109641,99775044,137918,109498,99791209,137918
0310d16651ef3a76,25564,15673972,138023,25418,15685978,138023
03157ebca1f66fc8,71856,61975078,140386,71703,61986936,140386
035c4aa6ff271c53,96518,86635213,138979,96369,86645224,138979
035dcdcb61cb350d,36426,26534058,137648,36283,26548933,137648
036cf470891afd69,46208,36314048,136861,46063,36328369,136861
036f8793a3124997,46808,36934284,137365,46661,36945789,137365
037dc416b97ebfe7,31560,21673790,136464,31413,21685047,136464
038c0e6bb492ecb5,25783,15897188,137725,25628,15909470,137725
039b78b95c77a57a,57873,47994896,139483,57719,48005099,139483
