content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
002b02cb91a91f44,117166,107266630,138254,117050,107277254,138254
0035cea7e83b64fa,93096,83187385,132529,92971,83205365,132529
008db5d8ba1c41bf,19305,9404982,137364,19181,9415675,137364
00adee88e318a2f1,77904,68005975,137938,77780,68016961,137938
00b30cf0d19863c0,63135,53225805,138356,63013,53244596,138356
00d0c1e0ea91d61a,56707,46805501,138310,56584,46816404,138310
00d7fbee0f346ffc,30876,20956879,134826,30791,20985382,134826
00e1efd03d6c0be0,71534,61645870,139034,71408,61656884,139034
00f7c15037cf5181,36954,27007131,133289,36840,27062763,133289
00fc39f2aa0734e2,41658,31769241,139647,41533,31779607,139647
00fdba07d7d785dc,82951,72984967,131830,,,
0100ef572cfaec06,36155,26264721,141706,36020,26275327,141706
010678eef20b8dad,62512,52605712,138399,62386,52621092,138399
0112f4dea262b931,46037,36104459,131838,45948,36146397,131838
0121aef94c12f145,39502,29625839,140941,39379,29636967,140941
0128233e3f91e118,105731,95786299,138677,105639,95879962,138677
0140a25f1e552a9b,68882,59011934,331709,68772,59040485,331749
0162f9baf1a979ae,20671,10768575,137708,20548,10780920,137708
01770584ae777ea7,118090,108206785,140234,117969,108217081,140234
0178a9aece0f5645,17682,7743960,131571,17608,7791372,131571
0185f6adee9cf4ce,14462,4589548,163136,14344,4602221,163136
0189d0d771b9c1d8,49762,39912271,348456,49680,39940656,348496
019597bfca6e1b51,34348,24465711,140266,34224,24475346,140266
01d18c7a47847090,10444,528226,138808,10337,554032,138808
01d6c1ec549b4a63,96444,86549398,138564,96318,86558919,138564
01e19a0847b40974,38777,28867266,132301,38663,28886149,132301
0208660c560b0401,93408,83526119,138608,93279,83536993,138608
02368ecae987d9f8,41939,32028520,143541,41815,32049631,143541
0263eba3e20d928f,58121,48205384,137282,58015,48230403,137282
0282ca5b44007b75,119857,109965587,133122,119726,109977258,133122
028402bd0406313c,21264,11365338,138913,21140,11375352,138913
02e21ec146c6156f,34600,24686710,133300,34478,24709026,133300
02f0442e99e13cab,94796,84894299,164352,94676,84906444,164352
02f42ddf4ef474f3,56577,46668513,137416,56454,46686077,137416
02f568cf6232908c,50087,40146779,132124,50003,40196260,132124
02fe0e2a4ab3dc1d,70134,60245972,138385,70007,60256911,138385
03097646a73ef7b0,68090,58185915,138819,67969,58199745,138819
030caaa8aebe672a,107676,97766676,137744,107565,97792942,137744
0313c8152ba0ac64,87360,77453193,139673,87240,77495605,139673
