content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
0012a590a77b54e6,66261,56420678,138331,66159,56430988,138331
002eddc0bec14e6b,90103,80243489,141572,89988,80253505,141572
002f600cb1d1ba34,80058,70204487,140791,79955,70216536,140791
003a2885a4b34538,81151,71280651,131012,81056,71292636,131012
004f1ec9958ddc23,90044,80183754,141737,89927,80193812,141737
0051e5ab5dcd6dfc,16165,6347923,351795,16102,6378233,351835
0054b4e660ff7881,47970,38081600,133221,47889,38090907,133221
0071b420416f6ebc,74976,65056406,114603,74843,65065948,114603
0089b9ccd5929aa7,51313,41442711,141582,51210,41452262,141582
008cb76b20487ccc,94387,84520112,133210,94284,84530140,133210
009f1e6ddffd0e4e,62123,52240084,136659,62033,52250591,136659
00acfdbea0107d63,58233,48360435,137467,58139,48370255,137467
00ccd513a2025559,38852,28984130,141346,38743,28994592,141346
00db9238081dabde,93835,83961803,131784,93721,83971166,131784
00e1e285577e9ddf,28839,18940656,127988,28771,18950256,127988
00ea99a61f6c5843,12598,2699686,128593,12524,2709250,128593
00ee71a6127922f5,93341,83452920,119959,93282,83461477,119959
00f2c722548abc2d,26693,16865196,340235,26616,16890913,340275
011c2b626c168c59,97912,88001992,132092,97755,88011817,132092
012ca62bbb91a4df,82028,72160926,139502,81922,72170697,139502
0167c460f18a8d03,41349,31461507,131917,41256,31471036,131917
0178f367811a24d6,30966,21100154,138972,30866,21109753,138972
01825ee55686ffd2,89666,79759621,131174,89605,79769007,131174
01987c51c11c5653,37506,27660369,140533,37411,27670325,140533
01d4204373f8a704,79107,69223986,138606,79002,69234387,138606
01d6ac6812a49e63,32110,22239675,136865,32008,22249966,136865
01dc362a56eafd38,64791,54885957,130200,64762,54896153,130200
01e8a6d238f46dfc,47463,37599210,132377,47355,37608335,132377
01edc49102b837c8,22222,12359903,137805,22110,12370092,137805
020105555933a069,101564,91659986,132807,101505,91669020,132807
022146c5074020bd,97824,87920012,131695,97688,87929573,131695
024a564177459aa9,116989,107120892,136967,116863,107136642,136967
024e769703aa043e,57049,47183546,138858,56943,47193333,138858
024ecec997791f71,13915,4043351,139150,13815,4053452,139150
02719fc61a64332a,101811,91919902,132196,101720,91930441,132196
0271cead5f44e01a,36880,27040549,139681,36779,27053350,139681
02721019ecb34e6a,117495,107640908,136540,117403,107652189,136540
028e66f27afbcb89,34656,24783719,138286,34560,24795594,138286
02973aacec486d91,79079,69200558,137613,78979,69211324,137613
029adf580d8c0d45,19648,9783283,138154,19528,9793413,138154
02c2165348c82ad9,49962,40079237,132345,49874,40089090,132345
