content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
001452cd083e1197,112990,103044290,208472,112897,103058595,208472
0017fc1d8c27df89,103740,93781153,216165,103646,93796538,216165
00975a8fb144327b,69384,59416265,215998,69293,59432665,215998
00a670f35ec3b4ef,115552,105584811,200313,115465,105600124,200313
00b9474cce6fdcea,102818,92865766,216811,102719,92880947,216811
00c14d7ae4cd80d4,98087,88140144,213242,97994,88155484,213242
00d6d21fbc176cc6,117482,107512306,202094,117392,107529773,202094
0107fd4119ab9743,77454,67505716,214101,77359,67521034,214101
01a45f0c542e1372,76358,66388264,215585,76243,66401937,215585
01b26707b397ca88,23114,13144539,208053,23040,13166840,208053
01ce2325706d4f23,32684,22721956,210004,32625,22750529,210004
02327a17a46bd902,29084,19142601,219420,29005,19167957,219420
023ae70ac8b11017,19952,9983280,219011,,,
0241017af1d6cc60,17201,7244514,217131,17115,7274853,217131
02862ed9813a0ae3,103619,93649102,216557,103528,93662365,216557
0296e46f9f4c513d,36953,27004208,219206,36859,27027935,219206
02e27365da1693c4,91458,81487713,214834,91373,81506994,214834
02e950fa97ba6449,92440,82470215,217039,92359,82488709,217039
02fc8d1628d8cbb5,50178,40209513,222491,50092,40225447,222491
0312c022b0996d89,105155,95181827,217002,105074,95198113,217002
031724322a0fdbc5,103953,94006281,218425,103868,94022196,218425
03331408c11514a5,109493,99557271,215135,109411,99572978,215135
034c1acc62ef31b0,11549,1600363,207522,,,
03bab4623de7a496,86082,76117409,214853,,,
03d3e84983e36b88,116785,106828951,215338,116690,106844951,215338
04a230ff0248290e,107547,97602498,216446,107456,97618439,216446
04d0590e798034d4,18684,8739542,222840,18589,8762180,222840
04d6771db636073d,,,,87618,77779140,206602
053ef9bb71237841,90880,80933387,207153,90787,80948678,207153
0547725deda7692e,96190,86255090,216434,96109,86270863,216434
061b94b2e11c915a,85554,75586134,217717,85444,75602233,217717
063ce688b6ffa79e,23179,13209394,207577,23105,13234799,207577
065d974d56e4d8ef,59765,49827415,235062,59688,49853781,235062
066e718e85544075,85828,75881945,215904,85786,75909761,215904
067e87fd31b5df30,,,,35283,25412964,183220
06b23671991c9fa7,17732,7793158,207758,,,
06bf185cfc653829,65372,55405372,214718,,,
06d724025544886a,88489,78520418,215594,88385,78537019,215594
06dce84537df3ce4,93612,83643968,214581,93525,83660579,214581
06ef849b0e3e5a54,59997,50027079,235534,59927,50086231,235534
06f356fd4ad61457,115204,105263631,200539,115117,105278978,200539
0711c5a231660e55,76595,66657710,216134,76535,66673305,216134
071b92175cb37a0d,40822,30852000,208224,40733,30868212,208224
072fb80770502111,100868,90918904,215048,100772,90934185,215048
0737a63025175b61,24601,14643709,219591,24523,14666339,219591
07417c3a1bc87cba,32837,22893056,212333,32776,22908300,212333
074efbc52300578e,119364,109403105,202897,,,
