content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
000028a2fba484e4,116469,107050585,205253,116382,107072596,205253
000d76d8c34027c2,21123,11704489,215829,21030,11748464,215829
00431778232b060a,30971,21551999,211158,30877,21566939,211158
004f2841e8bf30d3,39161,29765048,232381,39064,29782025,232381
00509537ae793a78,21186,11773777,212744,21087,11804779,212744
00748704e7f43bda,118039,108618769,214277,117912,108639894,214277
007595e504569114,19199,9779360,216420,,,
00c3bad2f7ca3915,102238,92835927,217522,102131,92850694,217522
00cbcec2829a9850,102115,92700880,218246,101997,92717228,218246
00dc79622e2460fd,34425,25006118,210757,,,
010564cebdb4916c,88874,79466028,214109,,,
01140be26e40923c,77293,67881926,205763,77195,67896125,205763
0115e640121ebf06,23915,14502470,214831,23814,14518331,214831
012b6693c9da01df,15652,6262132,214829,15598,6277547,214829
0134c6b461c8f726,112064,102677267,207112,111993,102692559,207112
016be57de4afcf21,21903,12518075,215623,21837,12539690,215623
017b9c8698c64f57,10890,1503232,213090,10807,1518983,213090
01a04ca19ac7cdf9,57938,48518156,216356,,,
022693125da6e171,25191,15781228,213708,25080,15797234,213708
024315bfdeabe283,48304,38898670,213884,48198,38913917,213884
027b9bfba531267e,82427,73040187,213831,,,
0280b4b696ffd553,11531,2118729,216458,11449,2134702,216458
028aa33d9b80580f,11311,1896815,213734,11193,1912939,213734
0298519879f23f3d,103950,94531869,217531,103838,94547197,217531
02c96c6957f5e7cb,16479,7074388,216820,16370,7089771,216820
03007f0fa3478a8d,20491,11082552,215949,20381,11105347,215949
030480acdc7b29db,11280,1862189,215635,11156,1876503,215635
032f0b2eddb07d0e,51078,41675769,215621,50976,41691469,215621
037f033283e808b4,84299,74897962,213173,84198,74920755,213173
03addeda32118e72,94879,85463582,210956,,,
03cbe5ddcdcb55ae,93318,83892050,196802,,,
03ea1c702c4dbe48,70476,61075159,214977,70376,61091459,214977
03f713addff85ff4,23948,14538748,214367,23842,14553619,214367
04194792373c47a2,111477,102062889,216830,111359,102079216,216830
041e1ad8c62b7bc7,118452,109042657,211868,118371,109067720,211868
043f6df0bd6d4353,50570,41151880,215695,50484,41170652,215695
0457c9d380bd02a9,101105,91693861,202355,100991,91707737,202355
04c9c549b2302716,66613,57195595,216187,,,
04e7c7adab6cda29,16815,7398346,216616,16727,7414469,216616
05024e02881f1a11,23717,14308280,204156,23636,14325309,204156
05706f0d07f4b95f,117471,108061113,215003,117399,108117436,215003
05931ef21b5c6672,,,,55623,46325617,241949
05961fc0a1ca2e4c,110621,101215448,214873,110530,101230931,214873
05da4b307765650c,21408,11997990,214283,,,
060c029831f33228,58556,49173278,214653,58469,49197264,214653
0664199731965888,89323,79922748,212526,,,
0679cc6a5dc51ddf,30375,20959451,210599,30263,20974894,210599
06b830bc0addc3de,26652,17252336,215849,,,
0716510267f48c5e,29961,20538840,214484,29861,20554780,214484
0720e5de445e6cda,12056,2637854,204603,11933,2652939,204603
07330bbb73d6ec5f,27015,17602074,212725,26930,17619620,212725
074a599b039fb306,100718,91302575,214648,100615,91319122,214648
0769ecb90d4b00a6,106469,97078015,213966,106373,97092958,213966
076afd15b7f5956a,88592,79199505,214069,,,
077f55c33a6b88a7,103349,93944159,216688,103240,93960081,216688
079c81b8f32ff887,59353,49954346,214884,59249,49973215,214884
07c15cfa5deadd35,65119,55722518,212647,65023,55742020,212647
07c7aa48117a8506,56603,47177715,215605,56522,47204768,215605
07dfe9250d961906,69678,60281688,214351,69586,60296784,214351
0834e3a8b531c3cd,80956,71542383,212970,80866,71557787,212970
08a0dcb962f0bc47,69616,60225843,204531,69521,60240978,204531
08bbe2938a168192,54706,45298965,241410,54614,45317269,241410
08d950e512f400cb,112450,103041032,203323,112339,103061780,203323
08f621a60f7be4a1,103719,94336094,215687,103661,94351935,215687
0902338ae64600f7,64965,55559273,213436,64859,55581891,213436
090a7cc899a1f12d,28072,18654759,214291,27969,18670668,214291
090c237cae77ace4,67148,57743945,214575,67052,57769329,214575
092385fa5d948ae8,33473,24063597,212536,33362,24079082,212536
092ac8cfcb8c93e1,114845,105455999,213624,,,
093ebe52f5b328e7,117438,108024676,216256,,,
094a818a8857e4d0,22519,13102129,215642,22442,13125263,215642
09788f9c054eaa0c,53412,44017472,214129,53317,44039863,214129
098e245e6c87b39a,77445,68060384,215034,77360,68082615,215034
09a9f09768734348,52720,43298009,213222,52636,43323324,213222
09db63d47099b2d6,10607,1201737,216250,10523,1218042,216250
