condition,cpu_mcm_max,cpu_mcm_mean,cpu_mcm_p95,cpu_sys_user_mean,reps,rtsp-0_jitter_us,udp-0_jitter_us,udp-0_minus_rtsp-0_us_max,udp-0_minus_rtsp-0_us_median,udp-0_minus_rtsp-0_us_median_ci_hi,udp-0_minus_rtsp-0_us_median_ci_lo,udp-0_minus_rtsp-0_us_p95,udp-0_minus_rtsp-0_us_p99,v4l2_drops_1s_max,v4l2_drops_1s_sum,v4l2_windows_with_drops,variant,webrtc-0_jitter_us,webrtc-0_minus_rtsp-0_us_max,webrtc-0_minus_rtsp-0_us_median,webrtc-0_minus_rtsp-0_us_median_ci_hi,webrtc-0_minus_rtsp-0_us_median_ci_lo,webrtc-0_minus_rtsp-0_us_p95,webrtc-0_minus_rtsp-0_us_p99,webrtc-0_minus_udp-0_us_max,webrtc-0_minus_udp-0_us_median,webrtc-0_minus_udp-0_us_median_ci_hi,webrtc-0_minus_udp-0_us_median_ci_lo,webrtc-0_minus_udp-0_us_p95,webrtc-0_minus_udp-0_us_p99
idle,10.11,6.163012552301256,7.274999999999999,7.6523849372384944,3,19498.805046659578,19527.595728257995,-602.0,-1762.0,-1735.0,-1797.0,-1102.0,-915.7199999999993,0,0,0,appsink,19536.66035965901,1127.0,-119.0,-96.0,-142.0,634.5999999999999,772.6000000000004,6459.0,1634.0,1652.0,1618.0,2375.0,2680.5200000000004
impair_aggressive,11.6,6.356317991631799,7.49,8.46305439330544,3,23707.326421760175,23799.555232144983,-508.0,-1800.5,-1768.0,-1829.0,-1084.35,-849.6300000000015,0,0,0,appsink,762004.2897271136,112482.0,77360.5,78075.0,76150.875,88526.94999999998,93592.49999999999,113764.0,79023.5,79879.5,78377.5,90608.2,95363.53999999998
impair_mild,10.21,5.9588284518828445,7.131,8.304602510460251,3,24479.180488781036,24833.010743073126,-506.0,-1754.0,-1719.0,-1798.0,-1023.3000000000002,-829.06,0,0,0,appsink,2932013.7215819075,38238.0,28515.0,29230.0,26588.0,31802.5,35809.5,39634.0,30049.0,31094.0,28707.0,33613.0,37249.0
idle,10.43,4.588125,5.31,7.429833333333333,3,23604.435886127318,23655.750622870393,4336.0,-1005.0,-964.0,-1041.0,585.7999999999997,1216.6800000000003,0,0,0,b1,23759.351693338172,1570.0,-642.0,-617.9750000000001,-664.0,225.5999999999999,701.0,2716.0,389.0,421.0,351.0,1363.6,1724.7600000000002
impair_aggressive,9.59,4.708458333333334,5.42,7.845166666666667,3,25331.8566196812,25906.91310729394,8646.0,-1350.5,-1313.4875000000002,-1389.0,699.3000000000002,1138.7199999999993,0,0,0,b1,951950.8027800481,105207.0,77269.0,78835.0,76423.0,89767.40000000001,99174.00000000001,106335.0,79026.0,80000.0,76828.0,91231.2,99394.72
impair_mild,9.38,4.681375,5.41,7.798958333333333,3,16704.885289649,16199.896865690273,5391.0,-1319.0,-1283.0,-1348.0125,697.3000000000002,1213.2299999999982,0,0,0,b1,2506510.77119687,33158.0,27009.0,27870.0,26380.0,31139.0,32454.440000000002,34788.0,28963.0,29550.0,28083.0,32775.6,34202.36
idle,9.13,4.520791666666667,5.3004999999999995,7.132208333333334,3,26160.117231891767,26619.226523396796,-536.0,-1709.5,-1685.0,-1738.0,-1141.0,-910.3500000000008,0,0,0,proxy,26402.990049482065,1138.0,-173.0,-131.0,-203.0,433.0,654.579999999999,8156.0,1477.0,1487.0,1467.0,2200.3,2643.3899999999962
impair_aggressive,9.59,4.6770000000000005,5.3605,7.787791666666665,3,26433.847087432692,26949.821318872815,-634.0,-1669.0,-1647.9750000000001,-1693.0,-1149.4,-1058.3199999999997,0,0,0,proxy,1738244.7453148384,103045.0,77200.0,77791.97499999999,76197.0,91952.2,99918.87999999999,104308.0,78826.0,79431.0,78039.0,93293.2,101438.4
impair_mild,9.2,4.618791666666667,5.350499999999999,8.035791666666666,3,26173.211382830712,26593.046745799602,-674.0,-1657.0,-1636.0,-1678.0,-1128.3000000000002,-1038.0,0,0,0,proxy,7471611.349965815,25511.0,24123.0,25511.0,19466.0,25373.6,25483.52,27538.0,25963.0,27538.0,20186.0,27353.649999999998,27501.13
